,comarcacodi,comarcadescripcio,municipicodi,municipidescripcio,sexecodi,sexedescripcio,resultatcoviddescripcio,numcasos,date
343,11,Baix Llobregat,08056,Castelldefels,0,Home,Positiu PCR,2,11-08
344,02,Alt Empordà ,17086,La Jonquera,0,Home,Sospitós,1,11-08
345,40,Vallès Occidental,08267,Sentmenat,0,Home,Sospitós,1,11-08
346,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Positiu PCR,2,11-08
347,11,Baix Llobregat,08301,Viladecans,1,Dona,Sospitós,2,11-08
348,09,Baix Ebre,43903,Camarles,0,Home,Positiu PCR,1,11-08
349,34,Selva,17083,Hostalric,0,Home,Sospitós,2,11-08
350,03,Alt Penedès,08305,Vilafranca del Penedès,1,Dona,Sospitós,3,11-08
351,16,Conca de Barberà ,43139,Santa Coloma de Queralt,0,Home,Positiu PCR,1,11-08
352,20,Gironès,17142,Quart,1,Dona,Sospitós,2,11-08
353,11,Baix Llobregat,08200,Sant Boi de Llobregat,1,Dona,Sospitós,5,11-08
354,40,Vallès Occidental,08205,Sant Cugat del Vallès,0,Home,Positiu PCR,5,11-08
355,14,Berguedà ,08016,Bagà,1,Dona,Sospitós,1,11-08
356,02,Alt Empordà ,17066,Figueres,0,Home,Sospitós,1,11-08
357,25,Pallars Jussà ,25171,La Pobla de Segur,0,Home,Sospitós,1,11-08
358,24,Osona,08183,Roda de Ter,0,Home,Sospitós,1,11-08
359,30,Ribera d'Ebre,43094,Móra la Nova,0,Home,Positiu PCR,1,11-08
360,24,Osona,08116,Les Masies de Roda,1,Dona,Sospitós,1,11-08
361,39,Aran,25243,Vielha e Mijaran,0,Home,Sospitós,1,11-08
362,21,Maresme,08007,Arenys de Munt,0,Home,Sospitós,1,11-08
363,41,Vallès Oriental,08005,L'Ametlla del Vallès,0,Home,Positiu PCR,1,11-08
364,20,Gironès,17044,Cassà de la Selva,1,Dona,Positiu PCR,1,11-08
365,33,Segrià ,25007,Albatàrrec,1,Dona,Positiu PCR,3,11-08
366,41,Vallès Oriental,08181,La Roca del Vallès,1,Dona,Positiu PCR,1,11-08
367,36,Tarragonès,43095,El Morell,0,Home,Sospitós,1,11-08
368,41,Vallès Oriental,08046,Cardedeu,0,Home,Positiu PCR,1,11-08
369,10,Baix Empordà ,17199,Torroella de Montgrí,1,Dona,Sospitós,1,11-08
370,21,Maresme,08035,Calella,1,Dona,Sospitós,1,11-08
371,20,Gironès,17186,Sarrià de Ter,1,Dona,Sospitós,2,11-08
372,11,Baix Llobregat,08289,Torrelles de Llobregat,1,Dona,Positiu PCR,1,11-08
373,41,Vallès Oriental,08124,Mollet del Vallès,1,Dona,Positiu PCR,1,11-08
374,21,Maresme,08075,Dosrius,0,Home,Positiu PCR,1,11-08
375,33,Segrià ,25011,Alcarràs,0,Home,Sospitós,1,11-08
376,22,Montsià ,43004,Alcanar,0,Home,Sospitós,5,11-08
377,13,Barcelonès,08019,Barcelona,0,Home,Positiu PCR,27,11-08
378,03,Alt Penedès,08305,Vilafranca del Penedès,0,Home,Positiu PCR,1,11-08
379,21,Maresme,08219,Vilassar de Mar,0,Home,Sospitós,4,11-08
380,,,,(Altres municipis),1,Dona,Sospitós,2,11-08
381,41,Vallès Oriental,08086,Les Franqueses del Vallès,1,Dona,Sospitós,1,11-08
382,21,Maresme,08110,Malgrat de Mar,1,Dona,Sospitós,3,11-08
383,21,Maresme,08029,Cabrera de Mar,0,Home,Sospitós,1,11-08
384,06,Anoia,08044,Capellades,0,Home,Positiu PCR,1,11-08
385,21,Maresme,08118,El Masnou,0,Home,Sospitós,1,11-08
386,08,Baix Camp,43038,Cambrils,1,Dona,Sospitós,16,11-08
387,09,Baix Ebre,43901,Deltebre,0,Home,Sospitós,5,11-08
388,21,Maresme,08172,Premià de Mar,0,Home,Positiu PCR,1,11-08
389,40,Vallès Occidental,08187,Sabadell,0,Home,Positiu PCR,6,11-08
390,01,Alt Camp,43010,Alió,0,Home,Sospitós,1,11-08
391,32,Segarra,25192,Sant Guim de Freixenet,0,Home,Positiu PCR,1,11-08
392,06,Anoia,08044,Capellades,1,Dona,Sospitós,1,11-08
393,40,Vallès Occidental,08238,Sant Quirze del Vallès,1,Dona,Sospitós,2,11-08
394,13,Barcelonès,08245,Santa Coloma de Gramenet,1,Dona,Sospitós,12,11-08
395,40,Vallès Occidental,08205,Sant Cugat del Vallès,0,Home,Sospitós,7,11-08
396,21,Maresme,08040,Canet de Mar,1,Dona,Positiu PCR,2,11-08
397,41,Vallès Oriental,08046,Cardedeu,1,Dona,Positiu PCR,1,11-08
398,14,Berguedà ,08092,Gironella,1,Dona,Sospitós,1,11-08
399,24,Osona,08116,Les Masies de Roda,0,Home,Positiu PCR,1,11-08
400,24,Osona,08171,Prats de Lluçanès,1,Dona,Sospitós,1,11-08
401,06,Anoia,08250,Santa Margarida de Montbui,1,Dona,Sospitós,1,11-08
402,01,Alt Camp,43161,Valls,0,Home,Positiu PCR,1,11-08
403,02,Alt Empordà ,17086,La Jonquera,1,Dona,Positiu PCR,1,11-08
404,14,Berguedà ,08022,Berga,0,Home,Sospitós,2,11-08
405,27,Pla d'Urgell,25137,Mollerussa,1,Dona,Positiu PCR,1,11-08
406,11,Baix Llobregat,08089,Gavà,0,Home,Sospitós,2,11-08
407,07,Bages,08010,Artés,0,Home,Positiu PCR,1,11-08
408,41,Vallès Oriental,08202,Sant Celoni,1,Dona,Sospitós,1,11-08
409,02,Alt Empordà ,17066,Figueres,0,Home,Positiu PCR,2,11-08
410,40,Vallès Occidental,08051,Castellar del Vallès,0,Home,Sospitós,1,11-08
411,20,Gironès,17089,Llagostera,0,Home,Sospitós,3,11-08
412,40,Vallès Occidental,08125,Montcada i Reixac,1,Dona,Sospitós,3,11-08
413,33,Segrià ,25228,Torrefarrera,0,Home,Sospitós,1,11-08
414,21,Maresme,08030,Cabrils,1,Dona,Sospitós,2,11-08
415,13,Barcelonès,08194,Sant Adrià del Besòs,0,Home,Sospitós,2,11-08
416,07,Bages,08213,Sant Fruitós de Bages,1,Dona,Positiu PCR,1,11-08
417,34,Selva,17023,Blanes,0,Home,Positiu PCR,3,11-08
418,33,Segrià ,25007,Albatàrrec,0,Home,Positiu PCR,1,11-08
419,08,Baix Camp,43127,Riudecanyes,1,Dona,Sospitós,1,11-08
420,13,Barcelonès,08015,Badalona,1,Dona,Sospitós,13,11-08
421,39,Aran,25243,Vielha e Mijaran,1,Dona,Positiu PCR,1,11-08
422,09,Baix Ebre,43904,l'Aldea,0,Home,Sospitós,2,11-08
423,11,Baix Llobregat,08263,Sant Vicenç dels Horts,1,Dona,Sospitós,1,11-08
424,22,Montsià ,43156,Ulldecona,0,Home,Sospitós,1,11-08
425,09,Baix Ebre,43008,Alfara de Carles,1,Dona,Sospitós,1,11-08
426,20,Gironès,17169,Sant Julià de Ramis,0,Home,Sospitós,1,11-08
427,02,Alt Empordà ,17178,Sant Pere Pescador,1,Dona,Sospitós,1,11-08
428,22,Montsià ,43138,Santa Bàrbara,0,Home,Sospitós,3,11-08
429,11,Baix Llobregat,08301,Viladecans,0,Home,Positiu PCR,1,11-08
430,38,Urgell,25217,Tàrrega,1,Dona,Sospitós,2,11-08
431,21,Maresme,08219,Vilassar de Mar,1,Dona,Sospitós,2,11-08
432,29,Priorat,43114,Porrera,0,Home,Positiu PCR,1,11-08
433,07,Bages,08098,Sant Salvador de Guardiola,1,Dona,Sospitós,1,11-08
434,32,Segarra,25072,Cervera,1,Dona,Sospitós,1,11-08
435,21,Maresme,08006,Arenys de Mar,1,Dona,Sospitós,2,11-08
436,40,Vallès Occidental,08904,Badia del Vallès,1,Dona,Sospitós,1,11-08
437,11,Baix Llobregat,08056,Castelldefels,0,Home,Positiu per ELISA,1,11-08
438,11,Baix Llobregat,08147,Olesa de Montserrat,0,Home,Positiu PCR,1,11-08
439,02,Alt Empordà ,17092,Llançà,0,Home,Sospitós,1,11-08
440,40,Vallès Occidental,08266,Cerdanyola del Vallès,1,Dona,Positiu PCR,2,11-08
441,11,Baix Llobregat,08089,Gavà,1,Dona,Positiu PCR,3,11-08
442,39,Aran,25025,Naut Aran,1,Dona,Positiu PCR,1,11-08
443,21,Maresme,08003,Alella,1,Dona,Sospitós,1,11-08
444,41,Vallès Oriental,08106,Llinars del Vallès,0,Home,Sospitós,2,11-08
445,32,Segarra,25072,Cervera,0,Home,Positiu PCR,2,11-08
446,34,Selva,17095,Lloret de Mar,1,Dona,Positiu PCR,2,11-08
447,21,Maresme,08163,Pineda de Mar,1,Dona,Sospitós,11,11-08
448,28,Pla de l'Estany,17035,Camós,1,Dona,Sospitós,1,11-08
449,40,Vallès Occidental,08266,Cerdanyola del Vallès,0,Home,Positiu PCR,3,11-08
450,21,Maresme,08075,Dosrius,1,Dona,Sospitós,1,11-08
451,20,Gironès,17089,Llagostera,1,Dona,Sospitós,7,11-08
452,08,Baix Camp,43038,Cambrils,0,Home,Positiu PCR,8,11-08
453,11,Baix Llobregat,08301,Viladecans,0,Home,Sospitós,5,11-08
454,08,Baix Camp,43092,Mont-Roig del Camp,0,Home,Sospitós,2,11-08
455,23,Noguera,25040,Balaguer,0,Home,Positiu PCR,3,11-08
456,09,Baix Ebre,43901,Deltebre,0,Home,Positiu per Test Ràpid,1,11-08
457,01,Alt Camp,43098,Nulles,0,Home,Sospitós,1,11-08
458,33,Segrià ,25120,Lleida,0,Home,Sospitós,20,11-08
459,40,Vallès Occidental,08266,Cerdanyola del Vallès,1,Dona,Sospitós,4,11-08
460,34,Selva,17146,Riells i Viabrea,0,Home,Sospitós,1,11-08
461,,,,No classificat,1,Dona,Sospitós,3,11-08
462,31,Ripollès,17039,Camprodon,1,Dona,Positiu PCR,1,11-08
463,23,Noguera,25240,Vallfogona de Balaguer,1,Dona,Sospitós,1,11-08
464,34,Selva,17233,Vilobí d'Onyar,1,Dona,Sospitós,2,11-08
465,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Positiu PCR,1,11-08
466,32,Segarra,25110,Guissona,0,Home,Positiu PCR,1,11-08
467,40,Vallès Occidental,08279,Terrassa,1,Dona,Sospitós,8,11-08
468,10,Baix Empordà ,17160,Sant Feliu de Guíxols,1,Dona,Sospitós,4,11-08
469,08,Baix Camp,43123,Reus,0,Home,Positiu PCR,9,11-08
470,38,Urgell,25217,Tàrrega,1,Dona,Positiu PCR,3,11-08
471,11,Baix Llobregat,08056,Castelldefels,1,Dona,Sospitós,5,11-08
472,36,Tarragonès,43148,Tarragona,0,Home,Positiu PCR,5,11-08
473,08,Baix Camp,43129,Riudoms,0,Home,Positiu PCR,1,11-08
474,11,Baix Llobregat,08056,Castelldefels,0,Home,Sospitós,9,11-08
475,07,Bages,08061,Castellgalí,1,Dona,Positiu PCR,1,11-08
476,33,Segrià ,25211,Sudanell,0,Home,Positiu PCR,1,11-08
477,11,Baix Llobregat,08301,Viladecans,1,Dona,Positiu per ELISA,1,11-08
478,34,Selva,17028,Brunyola,1,Dona,Sospitós,1,11-08
479,13,Barcelonès,08019,Barcelona,1,Dona,Sospitós,81,11-08
480,36,Tarragonès,43012,Altafulla,0,Home,Sospitós,1,11-08
481,32,Segarra,25072,Cervera,1,Dona,Positiu PCR,1,11-08
482,24,Osona,08283,Tona,1,Dona,Positiu PCR,1,11-08
483,34,Selva,17233,Vilobí d'Onyar,0,Home,Sospitós,2,11-08
484,34,Selva,17103,Maçanet de la Selva,1,Dona,Sospitós,1,11-08
485,20,Gironès,17079,Girona,0,Home,Positiu PCR,5,11-08
486,40,Vallès Occidental,08184,Rubí,0,Home,Sospitós,4,11-08
487,07,Bages,08061,Castellgalí,0,Home,Sospitós,1,11-08
488,09,Baix Ebre,43901,Deltebre,1,Dona,Sospitós,5,11-08
489,41,Vallès Oriental,08202,Sant Celoni,0,Home,Positiu PCR,1,11-08
490,07,Bages,08010,Artés,1,Dona,Positiu PCR,1,11-08
491,38,Urgell,25050,Bellpuig,0,Home,Sospitós,1,11-08
492,34,Selva,17008,Anglès,0,Home,Positiu PCR,1,11-08
493,31,Ripollès,17147,Ripoll,1,Dona,Sospitós,1,11-08
494,20,Gironès,17090,Llambilles,1,Dona,Sospitós,1,11-08
495,21,Maresme,08203,Sant Cebrià de Vallalta,1,Dona,Sospitós,1,11-08
496,13,Barcelonès,08019,Barcelona,1,Dona,PCR probable,1,11-08
497,41,Vallès Oriental,08086,Les Franqueses del Vallès,0,Home,Sospitós,1,11-08
498,11,Baix Llobregat,08068,Cervelló,0,Home,Sospitós,1,11-08
499,20,Gironès,17155,Salt,0,Home,Sospitós,1,11-08
500,08,Baix Camp,43123,Reus,0,Home,Sospitós,12,11-08
501,42,Moianès,08138,Moià,0,Home,Sospitós,2,11-08
502,11,Baix Llobregat,08196,Sant Andreu de la Barca,1,Dona,Sospitós,1,11-08
503,11,Baix Llobregat,08114,Martorell,0,Home,Positiu PCR,2,11-08
504,34,Selva,17033,Caldes de Malavella,1,Dona,Positiu PCR,1,11-08
505,09,Baix Ebre,43155,Tortosa,0,Home,Sospitós,8,11-08
506,40,Vallès Occidental,08054,Castellbisbal,0,Home,Sospitós,1,11-08
507,33,Segrià ,25120,Lleida,1,Dona,Sospitós,17,11-08
508,13,Barcelonès,08101,L'Hospitalet de Llobregat,0,Home,Sospitós,1,11-08
509,16,Conca de Barberà ,43139,Santa Coloma de Queralt,1,Dona,Sospitós,3,11-08
510,42,Moianès,08055,Castellcir,0,Home,Sospitós,1,11-08
511,41,Vallès Oriental,08096,Granollers,0,Home,Sospitós,2,11-08
512,41,Vallès Oriental,08107,Lliçà d'Amunt,1,Dona,Sospitós,2,11-08
513,08,Baix Camp,43145,La Selva del Camp,1,Dona,Positiu PCR,1,11-08
514,36,Tarragonès,43043,El Catllar,1,Dona,Positiu PCR,1,11-08
515,21,Maresme,08193,Sant Iscle de Vallalta,1,Dona,Sospitós,2,11-08
516,02,Alt Empordà ,17016,Bàscara,1,Dona,Sospitós,1,11-08
517,23,Noguera,25040,Balaguer,0,Home,Sospitós,2,11-08
518,39,Aran,25243,Vielha e Mijaran,0,Home,Positiu PCR,2,11-08
519,07,Bages,08113,Manresa,0,Home,Sospitós,11,11-08
520,23,Noguera,25240,Vallfogona de Balaguer,0,Home,Positiu PCR,2,11-08
521,22,Montsià ,43014,Amposta,0,Home,Sospitós,5,11-08
522,14,Berguedà ,08022,Berga,1,Dona,Sospitós,1,11-08
523,11,Baix Llobregat,08077,Esplugues de Llobregat,0,Home,Positiu PCR,1,11-08
524,13,Barcelonès,08245,Santa Coloma de Gramenet,0,Home,Sospitós,8,11-08
525,09,Baix Ebre,43025,Benifallet,0,Home,Sospitós,2,11-08
526,09,Baix Ebre,43133,Roquetes,0,Home,Sospitós,1,11-08
527,21,Maresme,08284,Tordera,1,Dona,Positiu PCR,2,11-08
528,07,Bages,08182,El Pont de Vilomara i Rocafort,1,Dona,Sospitós,1,11-08
529,11,Baix Llobregat,08089,Gavà,1,Dona,Positiu PCR,2,11-07
530,20,Gironès,17155,Salt,0,Home,Sospitós,1,11-07
531,11,Baix Llobregat,08114,Martorell,1,Dona,Sospitós,6,11-07
532,28,Pla de l'Estany,17056,Cornellà del Terri,0,Home,Positiu PCR,1,11-07
533,24,Osona,08298,Vic,1,Dona,Sospitós,4,11-07
534,08,Baix Camp,43145,La Selva del Camp,0,Home,Sospitós,1,11-07
535,24,Osona,08067,Centelles,0,Home,Sospitós,3,11-07
536,05,Alta Ribagorça,25173,El Pont de Suert,0,Home,Sospitós,1,11-07
537,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,PCR probable,1,11-07
538,34,Selva,17103,Maçanet de la Selva,0,Home,Sospitós,4,11-07
539,23,Noguera,25047,Bellcaire d'Urgell,0,Home,Positiu PCR,1,11-07
540,08,Baix Camp,43088,Montbrió del Camp,0,Home,Sospitós,2,11-07
541,41,Vallès Oriental,08106,Llinars del Vallès,1,Dona,Positiu PCR,1,11-07
542,21,Maresme,08284,Tordera,0,Home,Sospitós,2,11-07
543,06,Anoia,08119,Masquefa,0,Home,Sospitós,1,11-07
544,19,Garrotxa,17200,Tortellà,0,Home,Sospitós,1,11-07
545,06,Anoia,08226,Sant Martí de Tous,0,Home,Positiu PCR,1,11-07
546,06,Anoia,08161,Piera,1,Dona,Positiu PCR,1,11-07
547,02,Alt Empordà ,17128,Pau,1,Dona,Sospitós,1,11-07
548,40,Vallès Occidental,08120,Matadepera,0,Home,Positiu PCR,1,11-07
549,34,Selva,17146,Riells i Viabrea,0,Home,Positiu PCR,1,11-07
550,10,Baix Empordà ,17118,Palamós,0,Home,Sospitós,9,11-07
551,17,Garraf,08307,Vilanova i la Geltrú,0,Home,Sospitós,3,11-07
552,03,Alt Penedès,08094,La Granada,1,Dona,Sospitós,3,11-07
553,02,Alt Empordà ,17223,Vilajuïga,0,Home,Positiu PCR,1,11-07
554,41,Vallès Oriental,08135,Montmeló,0,Home,Sospitós,8,11-07
555,19,Garrotxa,17139,Les Preses,0,Home,Sospitós,1,11-07
556,10,Baix Empordà ,17204,Ullà,0,Home,Sospitós,1,11-07
557,10,Baix Empordà ,17117,Palafrugell,1,Dona,Positiu PCR,1,11-07
558,07,Bages,08061,Castellgalí,0,Home,Positiu PCR,1,11-07
559,24,Osona,08215,Sant Hipòlit de Voltregà,0,Home,Sospitós,1,11-07
560,08,Baix Camp,43129,Riudoms,0,Home,Sospitós,20,11-07
561,41,Vallès Oriental,08248,Santa Eulàlia de Ronçana,1,Dona,Positiu PCR,2,11-07
562,03,Alt Penedès,08273,Subirats,1,Dona,Positiu PCR,8,11-07
563,41,Vallès Oriental,08108,Lliçà de Vall,1,Dona,Sospitós,2,11-07
564,03,Alt Penedès,08154,Pacs del Penedès,0,Home,Positiu PCR,1,11-07
565,40,Vallès Occidental,08125,Montcada i Reixac,1,Dona,Sospitós,5,11-07
566,06,Anoia,08170,Els Prats de Rei,1,Dona,Sospitós,1,11-07
567,02,Alt Empordà ,17066,Figueres,0,Home,Sospitós,5,11-07
568,11,Baix Llobregat,08217,Sant Joan Despí,1,Dona,Sospitós,3,11-07
569,33,Segrià ,25011,Alcarràs,1,Dona,Positiu PCR,1,11-07
570,03,Alt Penedès,08227,Sant Martí Sarroca,1,Dona,Sospitós,1,11-07
571,21,Maresme,08040,Canet de Mar,1,Dona,Sospitós,6,11-07
572,34,Selva,17150,Riudellots de la Selva,1,Dona,Sospitós,1,11-07
573,10,Baix Empordà ,17013,Begur,1,Dona,Sospitós,2,11-07
574,24,Osona,08067,Centelles,1,Dona,Positiu PCR,1,11-07
575,02,Alt Empordà ,17152,Roses,0,Home,Sospitós,3,11-07
576,21,Maresme,08007,Arenys de Munt,0,Home,Sospitós,3,11-07
577,32,Segarra,25110,Guissona,1,Dona,Sospitós,2,11-07
578,09,Baix Ebre,43906,L'Ampolla,0,Home,Positiu PCR,2,11-07
579,40,Vallès Occidental,08205,Sant Cugat del Vallès,0,Home,Positiu PCR,10,11-07
580,11,Baix Llobregat,08056,Castelldefels,1,Dona,Sospitós,4,11-07
581,07,Bages,08061,Castellgalí,1,Dona,Sospitós,1,11-07
582,41,Vallès Oriental,08124,Mollet del Vallès,1,Dona,Positiu PCR,13,11-07
583,34,Selva,17148,Riudarenes,1,Dona,Sospitós,1,11-07
584,11,Baix Llobregat,08200,Sant Boi de Llobregat,1,Dona,Sospitós,11,11-07
585,06,Anoia,08170,Els Prats de Rei,0,Home,Sospitós,1,11-07
586,02,Alt Empordà ,17066,Figueres,1,Dona,Sospitós,1,11-07
587,21,Maresme,08009,Argentona,0,Home,Sospitós,2,11-07
588,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Positiu per ELISA,1,11-07
589,21,Maresme,08006,Arenys de Mar,1,Dona,Positiu PCR,1,11-07
590,12,Baix Penedès,43051,Cunit,1,Dona,Sospitós,2,11-07
591,22,Montsià ,43044,La Sénia,1,Dona,Sospitós,3,11-07
592,08,Baix Camp,43127,Riudecanyes,1,Dona,Sospitós,1,11-07
593,11,Baix Llobregat,08208,Sant Esteve Sesrovires,0,Home,Sospitós,2,11-07
594,21,Maresme,08281,Teià,0,Home,Positiu PCR,1,11-07
595,34,Selva,17009,Arbúcies,1,Dona,Sospitós,2,11-07
596,21,Maresme,08155,Palafolls,0,Home,Sospitós,1,11-07
597,02,Alt Empordà ,17132,Peralada,1,Dona,Sospitós,1,11-07
598,21,Maresme,08197,Sant Andreu de Llavaneres,1,Dona,Positiu PCR,1,11-07
599,10,Baix Empordà ,17118,Palamós,0,Home,Positiu PCR,1,11-07
600,36,Tarragonès,43047,Constantí,1,Dona,Sospitós,2,11-07
601,07,Bages,08213,Sant Fruitós de Bages,0,Home,Positiu per ELISA,1,11-07
602,41,Vallès Oriental,08181,La Roca del Vallès,1,Dona,Sospitós,8,11-07
603,21,Maresme,08030,Cabrils,1,Dona,Sospitós,1,11-07
604,40,Vallès Occidental,08125,Montcada i Reixac,1,Dona,Positiu PCR,6,11-07
605,42,Moianès,08258,Santa Maria d'Oló,1,Dona,Sospitós,1,11-07
606,21,Maresme,08121,Mataró,0,Home,Positiu PCR,17,11-07
607,30,Ribera d'Ebre,43125,Riba-Roja d'Ebre,1,Dona,Sospitós,1,11-07
608,17,Garraf,08043,Canyelles,1,Dona,Sospitós,1,11-07
609,13,Barcelonès,08015,Badalona,1,Dona,Positiu PCR,30,11-07
610,36,Tarragonès,43103,Perafort,1,Dona,Positiu PCR,1,11-07
611,40,Vallès Occidental,08252,Barberà del Vallès,0,Home,Sospitós,13,11-07
612,41,Vallès Oriental,08209,Sant Fost de Campsentelles,1,Dona,Sospitós,11,11-07
613,13,Barcelonès,08015,Badalona,1,Dona,Positiu per ELISA,2,11-07
614,41,Vallès Oriental,08106,Llinars del Vallès,0,Home,Positiu PCR,1,11-07
615,10,Baix Empordà ,17048,Castell-Platja d'Aro,0,Home,Sospitós,5,11-07
616,21,Maresme,08193,Sant Iscle de Vallalta,1,Dona,Positiu PCR,1,11-07
617,22,Montsià ,43902,Sant Jaume d'Enveja,1,Dona,Sospitós,2,11-07
618,31,Ripollès,17036,Campdevànol,0,Home,Positiu PCR,2,11-07
619,06,Anoia,08161,Piera,0,Home,Sospitós,3,11-07
620,03,Alt Penedès,08251,Santa Margarida i els Monjos,1,Dona,Positiu PCR,1,11-07
621,41,Vallès Oriental,08041,Canovelles,0,Home,Sospitós,5,11-07
622,36,Tarragonès,43100,Els Pallaresos,1,Dona,Positiu PCR,1,11-07
623,01,Alt Camp,43108,El Pla de Santa Maria,0,Home,Sospitós,2,11-07
624,20,Gironès,17169,Sant Julià de Ramis,1,Dona,Sospitós,1,11-07
625,03,Alt Penedès,08305,Vilafranca del Penedès,0,Home,Positiu PCR,10,11-07
626,20,Gironès,17049,Celrà,1,Dona,Sospitós,4,11-07
627,01,Alt Camp,43098,Nulles,1,Dona,Sospitós,1,11-07
628,40,Vallès Occidental,08238,Sant Quirze del Vallès,0,Home,Sospitós,5,11-07
629,22,Montsià ,43902,Sant Jaume d'Enveja,0,Home,Sospitós,2,11-07
630,36,Tarragonès,43171,Vila-Seca,1,Dona,Sospitós,12,11-07
631,36,Tarragonès,43907,La Canonja,0,Home,Sospitós,1,11-07
632,27,Pla d'Urgell,25137,Mollerussa,0,Home,Sospitós,1,11-07
633,40,Vallès Occidental,08180,Ripollet,1,Dona,Sospitós,23,11-07
634,11,Baix Llobregat,08301,Viladecans,1,Dona,Positiu PCR,2,11-07
635,04,Alt Urgell,25203,La Seu d'Urgell,1,Dona,Sospitós,3,11-07
636,33,Segrià ,25133,Maials,1,Dona,Sospitós,1,11-07
637,03,Alt Penedès,08305,Vilafranca del Penedès,1,Dona,Positiu PCR,8,11-07
638,40,Vallès Occidental,08187,Sabadell,0,Home,Positiu per ELISA,1,11-07
639,20,Gironès,17169,Sant Julià de Ramis,0,Home,Positiu PCR,1,11-07
640,11,Baix Llobregat,08200,Sant Boi de Llobregat,0,Home,PCR probable,1,11-07
641,23,Noguera,25034,Artesa de Segre,1,Dona,Sospitós,1,11-07
642,41,Vallès Oriental,08086,Les Franqueses del Vallès,1,Dona,Positiu PCR,2,11-07
643,19,Garrotxa,17114,Olot,1,Dona,Sospitós,2,11-07
644,34,Selva,17033,Caldes de Malavella,0,Home,Sospitós,5,11-07
645,32,Segarra,25110,Guissona,0,Home,Positiu PCR,2,11-07
646,08,Baix Camp,43031,Les Borges del Camp,0,Home,Sospitós,1,11-07
647,11,Baix Llobregat,08905,La Palma de Cervelló,1,Dona,Sospitós,1,11-07
648,10,Baix Empordà ,17901,Cruïlles Monells i Sant Sadurní de l'Heura,1,Dona,Positiu PCR,1,11-07
649,41,Vallès Oriental,08296,Vallromanes,1,Dona,Positiu PCR,1,11-07
650,09,Baix Ebre,43904,l'Aldea,0,Home,Sospitós,1,11-07
651,11,Baix Llobregat,08123,Molins de Rei,1,Dona,Positiu PCR,1,11-07
652,,,,(Altres municipis),0,Home,Sospitós,2,11-07
653,10,Baix Empordà ,17209,Vall-Llobrega,1,Dona,Sospitós,1,11-07
654,41,Vallès Oriental,08088,La Garriga,1,Dona,Positiu PCR,6,11-07
655,41,Vallès Oriental,08046,Cardedeu,1,Dona,Positiu PCR,2,11-07
656,34,Selva,17009,Arbúcies,0,Home,Positiu PCR,2,11-07
657,34,Selva,17008,Anglès,0,Home,Sospitós,2,11-07
658,33,Segrià ,25021,Almenar,1,Dona,Sospitós,1,11-07
659,21,Maresme,08035,Calella,1,Dona,Sospitós,17,11-07
660,04,Alt Urgell,25203,La Seu d'Urgell,1,Dona,Positiu PCR,1,11-07
661,09,Baix Ebre,43906,L'Ampolla,0,Home,Sospitós,2,11-07
662,07,Bages,08242,Marganell,0,Home,Positiu PCR,1,11-07
663,33,Segrià ,25210,Soses,0,Home,Sospitós,1,11-07
664,33,Segrià ,25120,Lleida,1,Dona,Sospitós,26,11-07
665,07,Bages,08262,Sant Vicenç de Castellet,0,Home,Sospitós,2,11-07
666,11,Baix Llobregat,08056,Castelldefels,1,Dona,Positiu PCR,4,11-07
667,21,Maresme,08230,Premià de Dalt,0,Home,Positiu PCR,5,11-07
668,34,Selva,17233,Vilobí d'Onyar,1,Dona,Positiu PCR,1,11-07
669,12,Baix Penedès,43002,Albinyana,0,Home,Sospitós,1,11-07
670,21,Maresme,08006,Arenys de Mar,1,Dona,Sospitós,6,11-07
671,34,Selva,17007,Amer,1,Dona,Sospitós,3,11-07
672,03,Alt Penedès,08240,Sant Sadurní d'Anoia,1,Dona,Sospitós,3,11-07
673,06,Anoia,08102,Igualada,0,Home,Positiu PCR,5,11-07
674,31,Ripollès,17145,Ribes de Freser,1,Dona,Positiu PCR,1,11-07
675,12,Baix Penedès,43090,El Montmell,1,Dona,Sospitós,1,11-07
676,41,Vallès Oriental,08107,Lliçà d'Amunt,0,Home,Sospitós,18,11-07
677,06,Anoia,08104,La Llacuna,0,Home,Sospitós,1,11-07
678,41,Vallès Oriental,08181,La Roca del Vallès,0,Home,Positiu PCR,1,11-07
679,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,Sospitós,9,11-07
680,07,Bages,08191,Sallent,1,Dona,Sospitós,1,11-07
681,40,Vallès Occidental,08266,Cerdanyola del Vallès,0,Home,Sospitós,44,11-07
682,20,Gironès,17079,Girona,1,Dona,Sospitós,39,11-07
683,23,Noguera,25172,Ponts,0,Home,Sospitós,1,11-07
684,20,Gironès,17044,Cassà de la Selva,0,Home,Sospitós,2,11-07
685,22,Montsià ,43004,Alcanar,0,Home,Sospitós,3,11-07
686,38,Urgell,25050,Bellpuig,0,Home,Positiu PCR,1,11-07
687,33,Segrià ,25211,Sudanell,1,Dona,Positiu PCR,1,11-07
688,02,Alt Empordà ,17047,Castelló d'Empúries,1,Dona,Positiu PCR,1,11-07
