,comarcacodi,comarcadescripcio,municipicodi,municipidescripcio,sexecodi,sexedescripcio,resultatcoviddescripcio,numcasos,date
1031,41,Vallès Oriental,08902,Vilanova del Vallès,0,Home,Positiu PCR,1,11-07
1032,24,Osona,08298,Vic,0,Home,Positiu PCR,3,11-07
1033,41,Vallès Oriental,08096,Granollers,0,Home,Sospitós,22,11-07
1034,10,Baix Empordà ,17191,Serra de Daró,1,Dona,Sospitós,1,11-07
1035,08,Baix Camp,43178,Vinyols i  els Arcs,1,Dona,Sospitós,3,11-07
1036,38,Urgell,25217,Tàrrega,1,Dona,Sospitós,3,11-07
1037,41,Vallès Oriental,08202,Sant Celoni,1,Dona,Sospitós,3,11-07
1038,08,Baix Camp,43178,Vinyols i  els Arcs,0,Home,Positiu PCR,1,11-07
1039,11,Baix Llobregat,08169,El Prat de Llobregat,0,Home,Sospitós,7,11-07
1040,40,Vallès Occidental,08125,Montcada i Reixac,0,Home,Positiu PCR,2,11-07
1041,06,Anoia,08119,Masquefa,1,Dona,Sospitós,2,11-07
1042,21,Maresme,08118,El Masnou,0,Home,Positiu PCR,1,11-07
1043,22,Montsià ,43014,Amposta,0,Home,Positiu PCR,6,11-07
1044,21,Maresme,08006,Arenys de Mar,0,Home,Sospitós,3,11-07
1045,24,Osona,08285,Torelló,0,Home,Sospitós,3,11-07
1046,16,Conca de Barberà ,43139,Santa Coloma de Queralt,1,Dona,Positiu PCR,3,11-07
1047,08,Baix Camp,43038,Cambrils,0,Home,Positiu PCR,9,11-07
1048,11,Baix Llobregat,08211,Sant Feliu de Llobregat,1,Dona,Sospitós,7,11-07
1049,11,Baix Llobregat,08211,Sant Feliu de Llobregat,0,Home,Sospitós,7,11-07
1050,13,Barcelonès,08015,Badalona,1,Dona,Sospitós,129,11-07
1051,02,Alt Empordà ,17178,Sant Pere Pescador,0,Home,Sospitós,1,11-07
1052,41,Vallès Oriental,08107,Lliçà d'Amunt,1,Dona,Positiu PCR,3,11-07
1053,40,Vallès Occidental,08279,Terrassa,0,Home,Sospitós,108,11-07
1054,21,Maresme,08230,Premià de Dalt,1,Dona,Positiu PCR,1,11-07
1055,27,Pla d'Urgell,25137,Mollerussa,1,Dona,Positiu PCR,1,11-07
1056,23,Noguera,25040,Balaguer,0,Home,Sospitós,4,11-07
1057,34,Selva,17101,Massanes,1,Dona,Sospitós,1,11-07
1058,23,Noguera,25040,Balaguer,1,Dona,Sospitós,1,11-07
1059,21,Maresme,08230,Premià de Dalt,0,Home,Sospitós,26,11-07
1060,13,Barcelonès,08101,L'Hospitalet de Llobregat,0,Home,Sospitós,25,11-07
1061,11,Baix Llobregat,08211,Sant Feliu de Llobregat,0,Home,Positiu PCR,1,11-07
1062,08,Baix Camp,43011,Almoster,1,Dona,Sospitós,2,11-07
1063,40,Vallès Occidental,08238,Sant Quirze del Vallès,0,Home,Positiu PCR,1,11-07
1064,11,Baix Llobregat,08221,Sant Just Desvern,0,Home,Positiu PCR,1,11-07
1065,11,Baix Llobregat,08089,Gavà,0,Home,Sospitós,14,11-07
1066,01,Alt Camp,43170,Vila-Rodona,0,Home,Sospitós,4,11-07
1067,01,Alt Camp,43119,Puigpelat,1,Dona,Sospitós,2,11-07
1068,31,Ripollès,17147,Ripoll,1,Dona,Sospitós,2,11-07
1069,40,Vallès Occidental,08904,Badia del Vallès,0,Home,Positiu PCR,2,11-07
1070,40,Vallès Occidental,08180,Ripollet,0,Home,Positiu PCR,3,11-07
1071,08,Baix Camp,43178,Vinyols i  els Arcs,0,Home,Sospitós,1,11-07
1072,21,Maresme,08203,Sant Cebrià de Vallalta,1,Dona,Sospitós,1,11-07
1073,21,Maresme,08261,Santa Susanna,1,Dona,Sospitós,3,11-07
1074,06,Anoia,08250,Santa Margarida de Montbui,1,Dona,Positiu PCR,1,11-07
1075,11,Baix Llobregat,08147,Olesa de Montserrat,1,Dona,Sospitós,39,11-07
1076,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,1,Dona,Sospitós,23,11-07
1077,16,Conca de Barberà ,43029,Blancafort,0,Home,Sospitós,1,11-07
1078,21,Maresme,08006,Arenys de Mar,0,Home,Positiu PCR,3,11-07
1079,02,Alt Empordà ,17047,Castelló d'Empúries,1,Dona,Sospitós,2,11-07
1080,11,Baix Llobregat,08123,Molins de Rei,0,Home,Sospitós,3,11-07
1081,31,Ripollès,17039,Camprodon,1,Dona,Sospitós,1,11-07
1082,40,Vallès Occidental,08300,Viladecavalls,0,Home,Sospitós,2,11-07
1083,41,Vallès Oriental,08181,La Roca del Vallès,0,Home,Sospitós,3,11-07
1084,41,Vallès Oriental,08296,Vallromanes,1,Dona,Sospitós,5,11-07
1085,01,Alt Camp,43161,Valls,0,Home,Sospitós,2,11-07
1086,20,Gironès,17215,Vilablareix,0,Home,Sospitós,3,11-07
1087,34,Selva,17009,Arbúcies,1,Dona,Positiu PCR,1,11-07
1088,41,Vallès Oriental,08005,L'Ametlla del Vallès,0,Home,Positiu PCR,1,11-07
1089,10,Baix Empordà ,17181,Santa Cristina d'Aro,1,Dona,Sospitós,4,11-07
1090,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,Positiu PCR,2,11-07
1091,07,Bages,08262,Sant Vicenç de Castellet,1,Dona,Sospitós,3,11-07
1092,06,Anoia,08250,Santa Margarida de Montbui,0,Home,Sospitós,4,11-07
1093,25,Pallars Jussà ,25234,Tremp,0,Home,Sospitós,1,11-07
1094,20,Gironès,17049,Celrà,1,Dona,Positiu PCR,1,11-07
1095,13,Barcelonès,08245,Santa Coloma de Gramenet,1,Dona,Sospitós,60,11-07
1096,11,Baix Llobregat,08217,Sant Joan Despí,0,Home,Sospitós,3,11-07
1097,11,Baix Llobregat,08221,Sant Just Desvern,0,Home,Sospitós,3,11-07
1098,33,Segrià ,25228,Torrefarrera,1,Dona,Sospitós,1,11-07
1099,40,Vallès Occidental,08184,Rubí,0,Home,Positiu PCR,6,11-07
1100,11,Baix Llobregat,08196,Sant Andreu de la Barca,0,Home,Sospitós,4,11-07
1101,41,Vallès Oriental,08041,Canovelles,1,Dona,Positiu PCR,3,11-07
1102,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Sospitós,48,11-07
1103,02,Alt Empordà ,17217,Viladamat,0,Home,Sospitós,1,11-07
1104,11,Baix Llobregat,08263,Sant Vicenç dels Horts,0,Home,Positiu PCR,1,11-07
1105,29,Priorat,43055,Falset,0,Home,Sospitós,1,11-07
1106,11,Baix Llobregat,08244,Santa Coloma de Cervelló,0,Home,Sospitós,2,11-07
1107,34,Selva,17033,Caldes de Malavella,1,Dona,Positiu PCR,2,11-07
1108,02,Alt Empordà ,17047,Castelló d'Empúries,0,Home,Sospitós,2,11-07
1109,11,Baix Llobregat,08001,Abrera,1,Dona,Positiu PCR,1,11-07
1110,21,Maresme,08009,Argentona,1,Dona,Positiu PCR,2,11-07
1111,21,Maresme,08172,Premià de Mar,1,Dona,Sospitós,63,11-07
1112,02,Alt Empordà ,17092,Llançà,1,Dona,Positiu PCR,2,11-07
1113,41,Vallès Oriental,08902,Vilanova del Vallès,1,Dona,Sospitós,7,11-07
1114,11,Baix Llobregat,08217,Sant Joan Despí,0,Home,Positiu PCR,2,11-07
1115,41,Vallès Oriental,08106,Llinars del Vallès,0,Home,Sospitós,4,11-07
1116,41,Vallès Oriental,08136,Montornès del Vallès,0,Home,Sospitós,15,11-07
1117,41,Vallès Oriental,08259,Santa Maria de Palautordera,1,Dona,Sospitós,2,11-07
1118,02,Alt Empordà ,17062,L'Escala,1,Dona,Positiu PCR,1,11-07
1119,02,Alt Empordà ,17135,Pont de Molins,0,Home,Sospitós,1,11-07
1120,11,Baix Llobregat,08301,Viladecans,1,Dona,Positiu per ELISA,1,11-07
1121,03,Alt Penedès,08240,Sant Sadurní d'Anoia,1,Dona,Positiu PCR,1,11-07
1122,20,Gironès,17186,Sarrià de Ter,0,Home,Sospitós,2,11-07
1123,10,Baix Empordà ,17022,La Bisbal d'Empordà,1,Dona,Sospitós,3,11-07
1124,41,Vallès Oriental,08181,La Roca del Vallès,0,Home,PCR probable,1,11-07
1125,40,Vallès Occidental,08904,Badia del Vallès,0,Home,Sospitós,2,11-07
1126,40,Vallès Occidental,08051,Castellar del Vallès,1,Dona,Sospitós,18,11-07
1127,11,Baix Llobregat,08157,Pallejà,1,Dona,Positiu PCR,1,11-07
1128,16,Conca de Barberà ,43086,Montblanc,1,Dona,Sospitós,5,11-07
1129,32,Segarra,25072,Cervera,1,Dona,Positiu PCR,5,11-07
1130,11,Baix Llobregat,08089,Gavà,1,Dona,Sospitós,13,11-07
1131,40,Vallès Occidental,08279,Terrassa,1,Dona,Positiu PCR,32,11-07
1132,36,Tarragonès,43905,Salou,0,Home,Sospitós,5,11-07
1133,15,Cerdanya,17082,Guils de Cerdanya,0,Home,Sospitós,1,11-07
1134,21,Maresme,08126,Montgat,1,Dona,Sospitós,9,11-07
1135,02,Alt Empordà ,17086,La Jonquera,1,Dona,Sospitós,1,11-07
1136,01,Alt Camp,43132,Rodonyà,0,Home,Sospitós,1,11-07
1137,36,Tarragonès,43907,La Canonja,1,Dona,Sospitós,2,11-07
1138,28,Pla de l'Estany,17015,Banyoles,0,Home,Sospitós,9,11-07
1139,08,Baix Camp,43128,Riudecols,0,Home,Sospitós,2,11-07
1140,03,Alt Penedès,08085,Font-Rubí,1,Dona,Positiu PCR,1,11-07
1141,21,Maresme,08153,Òrrius,1,Dona,Sospitós,2,11-07
1142,09,Baix Ebre,43155,Tortosa,1,Dona,Sospitós,12,11-07
1143,02,Alt Empordà ,17152,Roses,0,Home,Positiu PCR,1,11-07
1144,40,Vallès Occidental,08051,Castellar del Vallès,1,Dona,Positiu PCR,6,11-07
1145,23,Noguera,25040,Balaguer,1,Dona,Positiu PCR,3,11-07
1146,39,Aran,25025,Naut Aran,0,Home,Sospitós,1,11-07
1147,41,Vallès Oriental,08234,Sant Pere de Vilamajor,0,Home,Sospitós,4,11-07
1148,21,Maresme,08197,Sant Andreu de Llavaneres,0,Home,Sospitós,2,11-07
1149,09,Baix Ebre,43052,Xerta,0,Home,Sospitós,1,11-07
1150,17,Garraf,08074,Cubelles,1,Dona,Sospitós,1,11-07
1151,11,Baix Llobregat,08196,Sant Andreu de la Barca,1,Dona,Positiu PCR,1,11-07
1152,32,Segarra,25072,Cervera,0,Home,Sospitós,2,11-07
1153,08,Baix Camp,43011,Almoster,0,Home,Sospitós,5,11-07
1154,06,Anoia,08102,Igualada,1,Dona,Sospitós,12,11-07
1155,36,Tarragonès,43012,Altafulla,1,Dona,Sospitós,1,11-07
1156,41,Vallès Oriental,08105,La Llagosta,1,Dona,Sospitós,6,11-07
1157,21,Maresme,08284,Tordera,1,Dona,Sospitós,6,11-07
1158,10,Baix Empordà ,17048,Castell-Platja d'Aro,0,Home,Positiu PCR,2,11-07
1159,21,Maresme,08035,Calella,0,Home,Sospitós,10,11-07
1160,02,Alt Empordà ,17178,Sant Pere Pescador,1,Dona,Sospitós,4,11-07
1161,21,Maresme,08121,Mataró,1,Dona,Positiu PCR,19,11-07
1162,07,Bages,08213,Sant Fruitós de Bages,1,Dona,Sospitós,1,11-07
1163,08,Baix Camp,43123,Reus,1,Dona,Positiu PCR,25,11-07
1164,35,Solsonès,25207,Solsona,0,Home,Sospitós,2,11-07
1165,21,Maresme,08214,Vilassar de Dalt,0,Home,Sospitós,3,11-07
1166,21,Maresme,08163,Pineda de Mar,1,Dona,Positiu PCR,7,11-07
1167,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,Positiu per ELISA,1,11-07
1168,36,Tarragonès,43095,El Morell,1,Dona,Sospitós,2,11-07
1169,42,Moianès,08258,Santa Maria d'Oló,0,Home,Sospitós,2,11-07
1170,41,Vallès Oriental,08046,Cardedeu,1,Dona,Sospitós,8,11-07
1171,08,Baix Camp,43118,Pratdip,0,Home,Sospitós,2,11-07
1172,40,Vallès Occidental,08187,Sabadell,0,Home,Sospitós,133,11-07
1173,09,Baix Ebre,43901,Deltebre,0,Home,Positiu PCR,2,11-07
1174,34,Selva,17193,Sils,0,Home,Sospitós,4,11-07
1175,40,Vallès Occidental,08205,Sant Cugat del Vallès,1,Dona,Sospitós,92,11-07
1176,12,Baix Penedès,43051,Cunit,0,Home,Sospitós,1,11-07
1177,11,Baix Llobregat,08020,Begues,1,Dona,Sospitós,1,11-07
1178,17,Garraf,08270,Sitges,0,Home,Sospitós,2,11-07
1179,40,Vallès Occidental,08125,Montcada i Reixac,0,Home,Sospitós,4,11-07
1180,11,Baix Llobregat,08077,Esplugues de Llobregat,0,Home,Sospitós,9,11-07
1181,11,Baix Llobregat,08200,Sant Boi de Llobregat,1,Dona,Positiu per ELISA,2,11-07
1182,41,Vallès Oriental,08023,Bigues i Riells,0,Home,Sospitós,10,11-07
1183,34,Selva,17189,La Cellera de Ter,1,Dona,Sospitós,1,11-07
1184,10,Baix Empordà ,17034,Calonge i Sant Antoni,1,Dona,Sospitós,1,11-07
1185,33,Segrià ,25120,Lleida,0,Home,Sospitós,18,11-07
1186,24,Osona,08298,Vic,1,Dona,Positiu PCR,4,11-07
1187,20,Gironès,17079,Girona,0,Home,Sospitós,28,11-07
1188,13,Barcelonès,08019,Barcelona,1,Dona,Positiu per ELISA,7,11-07
1189,34,Selva,17095,Lloret de Mar,1,Dona,Sospitós,5,11-07
1190,11,Baix Llobregat,08056,Castelldefels,0,Home,Sospitós,12,11-07
1191,41,Vallès Oriental,08136,Montornès del Vallès,0,Home,Positiu PCR,2,11-07
1192,24,Osona,08283,Tona,0,Home,Sospitós,1,11-07
1193,36,Tarragonès,43043,El Catllar,0,Home,Sospitós,1,11-07
1194,21,Maresme,08121,Mataró,1,Dona,Sospitós,74,11-07
1195,40,Vallès Occidental,08279,Terrassa,1,Dona,Sospitós,130,11-07
1196,07,Bages,08113,Manresa,0,Home,Sospitós,14,11-07
1197,20,Gironès,17079,Girona,0,Home,Positiu PCR,13,11-07
1198,10,Baix Empordà ,17181,Santa Cristina d'Aro,0,Home,Sospitós,1,11-07
1199,41,Vallès Oriental,08198,Sant Antoni de Vilamajor,1,Dona,Sospitós,7,11-07
1200,17,Garraf,08231,Sant Pere de Ribes,0,Home,Positiu PCR,1,11-07
1201,36,Tarragonès,43109,La Pobla de Mafumet,1,Dona,Sospitós,1,11-07
1202,20,Gironès,17216,Viladasens,0,Home,Sospitós,1,11-07
1203,32,Segarra,25110,Guissona,0,Home,Sospitós,1,11-07
1204,03,Alt Penedès,08058,Castellet i la Gornal,0,Home,Sospitós,1,11-07
1205,21,Maresme,08029,Cabrera de Mar,1,Dona,Sospitós,12,11-07
1206,06,Anoia,08250,Santa Margarida de Montbui,1,Dona,Sospitós,4,11-07
1207,08,Baix Camp,43033,Botarell,1,Dona,Sospitós,4,11-07
1208,01,Alt Camp,43089,Montferri,0,Home,Sospitós,1,11-07
1209,16,Conca de Barberà ,43142,Sarral,0,Home,Positiu PCR,1,11-07
1210,41,Vallès Oriental,08202,Sant Celoni,0,Home,Positiu PCR,2,11-07
1211,41,Vallès Oriental,08108,Lliçà de Vall,1,Dona,Positiu PCR,2,11-07
1212,28,Pla de l'Estany,17015,Banyoles,0,Home,Positiu PCR,1,11-07
1213,29,Priorat,43055,Falset,1,Dona,Sospitós,1,11-07
1214,40,Vallès Occidental,08051,Castellar del Vallès,0,Home,Sospitós,11,11-07
1215,08,Baix Camp,43123,Reus,0,Home,Sospitós,54,11-07
1216,34,Selva,17023,Blanes,0,Home,Positiu PCR,3,11-07
1217,07,Bages,08038,Callús,0,Home,Positiu PCR,1,11-07
1218,07,Bages,08053,Castellbell i el Vilar,0,Home,Sospitós,1,11-07
1219,21,Maresme,08219,Vilassar de Mar,0,Home,Sospitós,26,11-07
1220,40,Vallès Occidental,08252,Barberà del Vallès,0,Home,Positiu PCR,2,11-07
1221,33,Segrià ,25012,Alcoletge,0,Home,Sospitós,1,11-07
1222,22,Montsià ,43044,La Sénia,0,Home,Sospitós,2,11-07
1223,41,Vallès Oriental,08294,Vallgorguina,1,Dona,Sospitós,1,11-07
1224,09,Baix Ebre,43013,L'Ametlla de Mar,0,Home,Positiu PCR,1,11-07
1225,29,Priorat,43082,El Masroig,0,Home,Positiu PCR,1,11-07
1226,24,Osona,08037,Calldetenes,0,Home,Sospitós,1,11-07
1227,08,Baix Camp,43162,Vandellòs i l'Hospitalet de l'Infant,1,Dona,Sospitós,9,11-07
1228,02,Alt Empordà ,17092,Llançà,1,Dona,Sospitós,3,11-07
1229,20,Gironès,17155,Salt,1,Dona,Sospitós,2,11-07
1230,21,Maresme,08029,Cabrera de Mar,0,Home,Sospitós,13,11-07
1231,40,Vallès Occidental,08167,Polinyà,1,Dona,Positiu PCR,2,11-07
1232,07,Bages,08053,Castellbell i el Vilar,1,Dona,Sospitós,2,11-07
1233,33,Segrià ,25019,Almacelles,0,Home,Sospitós,2,11-07
1234,19,Garrotxa,17019,Besalú,1,Dona,Sospitós,1,11-07
1235,36,Tarragonès,43103,Perafort,0,Home,Sospitós,2,11-07
1236,02,Alt Empordà ,17005,El Far d'Empordà,0,Home,Sospitós,1,11-07
1237,11,Baix Llobregat,08056,Castelldefels,0,Home,Positiu PCR,5,11-07
1238,40,Vallès Occidental,08120,Matadepera,1,Dona,Sospitós,3,11-07
1239,38,Urgell,25217,Tàrrega,0,Home,Positiu PCR,3,11-07
1240,06,Anoia,08302,Vilanova del Camí,1,Dona,Sospitós,2,11-07
1241,16,Conca de Barberà ,43054,L'Espluga de Francolí,0,Home,Sospitós,1,11-07
1242,11,Baix Llobregat,08147,Olesa de Montserrat,1,Dona,Positiu PCR,1,11-07
1243,11,Baix Llobregat,08263,Sant Vicenç dels Horts,1,Dona,Positiu PCR,3,11-07
1244,12,Baix Penedès,43163,El Vendrell,0,Home,Sospitós,4,11-07
1245,11,Baix Llobregat,08077,Esplugues de Llobregat,1,Dona,Positiu per ELISA,1,11-07
1246,30,Ribera d'Ebre,43150,Tivissa,1,Dona,Positiu PCR,1,11-07
1247,34,Selva,17202,Tossa de Mar,1,Dona,Sospitós,2,11-07
1248,24,Osona,08237,Sant Quirze de Besora,0,Home,Sospitós,1,11-07
1249,13,Barcelonès,08019,Barcelona,0,Home,Positiu per ELISA,9,11-07
1250,10,Baix Empordà ,17057,Corçà,0,Home,Positiu PCR,1,11-07
1251,10,Baix Empordà ,17199,Torroella de Montgrí,1,Dona,Sospitós,1,11-07
1252,38,Urgell,25217,Tàrrega,1,Dona,Positiu PCR,5,11-07
1253,34,Selva,17146,Riells i Viabrea,1,Dona,Positiu PCR,2,11-07
1254,07,Bages,08182,El Pont de Vilomara i Rocafort,0,Home,Positiu per ELISA,1,11-07
1255,11,Baix Llobregat,08147,Olesa de Montserrat,0,Home,Positiu PCR,1,11-07
1256,13,Barcelonès,08194,Sant Adrià del Besòs,1,Dona,Sospitós,6,11-07
1257,34,Selva,17180,Santa Coloma de Farners,0,Home,Positiu PCR,1,11-07
1258,34,Selva,17213,Vidreres,0,Home,Positiu PCR,1,11-07
1259,10,Baix Empordà ,17013,Begur,0,Home,Sospitós,1,11-07
1260,36,Tarragonès,43100,Els Pallaresos,1,Dona,Sospitós,2,11-07
1261,02,Alt Empordà ,17047,Castelló d'Empúries,0,Home,Positiu PCR,1,11-07
1262,,,,No classificat,1,Dona,Sospitós,1,11-07
1263,40,Vallès Occidental,08223,Sant Llorenç Savall,0,Home,Sospitós,5,11-07
1264,21,Maresme,08110,Malgrat de Mar,1,Dona,Sospitós,13,11-07
1265,30,Ribera d'Ebre,43065,Garcia,0,Home,Sospitós,1,11-07
1266,10,Baix Empordà ,17144,Regencós,0,Home,Sospitós,1,11-07
1267,12,Baix Penedès,43037,Calafell,1,Dona,Sospitós,2,11-07
1268,40,Vallès Occidental,08291,Vacarisses,0,Home,Sospitós,1,11-07
1269,40,Vallès Occidental,08120,Matadepera,0,Home,Sospitós,5,11-07
1270,11,Baix Llobregat,08295,Vallirana,0,Home,Positiu PCR,1,11-07
1271,41,Vallès Oriental,08209,Sant Fost de Campsentelles,0,Home,Sospitós,2,11-07
1272,40,Vallès Occidental,08290,Ullastrell,0,Home,Sospitós,2,11-07
1273,11,Baix Llobregat,08200,Sant Boi de Llobregat,1,Dona,Positiu PCR,4,11-07
1274,01,Alt Camp,43034,Bràfim,0,Home,Sospitós,1,11-07
1275,22,Montsià ,43014,Amposta,1,Dona,Sospitós,14,11-07
1276,11,Baix Llobregat,08001,Abrera,1,Dona,Sospitós,4,11-07
1277,40,Vallès Occidental,08184,Rubí,1,Dona,Positiu per ELISA,1,11-07
1278,22,Montsià ,43004,Alcanar,1,Dona,Sospitós,4,11-07
1279,11,Baix Llobregat,08114,Martorell,0,Home,Sospitós,3,11-07
1280,34,Selva,17009,Arbúcies,0,Home,Sospitós,3,11-07
1281,41,Vallès Oriental,08041,Canovelles,0,Home,Positiu PCR,6,11-07
1282,41,Vallès Oriental,08159,Parets del Vallès,1,Dona,Sospitós,6,11-07
1283,40,Vallès Occidental,08266,Cerdanyola del Vallès,1,Dona,Positiu PCR,2,11-07
1284,07,Bages,08113,Manresa,1,Dona,Positiu PCR,4,11-07
1285,41,Vallès Oriental,08296,Vallromanes,0,Home,Sospitós,3,11-07
1286,41,Vallès Oriental,08107,Lliçà d'Amunt,0,Home,Positiu PCR,3,11-07
1287,41,Vallès Oriental,08159,Parets del Vallès,0,Home,Sospitós,8,11-07
1288,07,Bages,08274,Súria,0,Home,Positiu PCR,1,11-07
1289,09,Baix Ebre,43901,Deltebre,1,Dona,Sospitós,12,11-07
1290,41,Vallès Oriental,08209,Sant Fost de Campsentelles,0,Home,Positiu PCR,2,11-07
1291,07,Bages,08191,Sallent,1,Dona,Positiu PCR,1,11-07
1292,33,Segrià ,25010,Alcanó,0,Home,Positiu PCR,1,11-07
1293,09,Baix Ebre,43155,Tortosa,1,Dona,Positiu PCR,4,11-07
1294,21,Maresme,08121,Mataró,0,Home,Sospitós,52,11-07
1295,40,Vallès Occidental,08266,Cerdanyola del Vallès,0,Home,Positiu PCR,2,11-07
1296,11,Baix Llobregat,08073,Cornellà de Llobregat,1,Dona,Sospitós,9,11-07
1297,10,Baix Empordà ,17160,Sant Feliu de Guíxols,1,Dona,Positiu PCR,2,11-07
1298,10,Baix Empordà ,17204,Ullà,1,Dona,Sospitós,4,11-07
1299,41,Vallès Oriental,08088,La Garriga,0,Home,Positiu per ELISA,1,11-07
1300,41,Vallès Oriental,08086,Les Franqueses del Vallès,0,Home,Positiu PCR,6,11-07
1301,33,Segrià ,25210,Soses,0,Home,Positiu per ELISA,1,11-07
1302,41,Vallès Oriental,08033,Caldes de Montbui,1,Dona,Sospitós,4,11-07
1303,16,Conca de Barberà ,43139,Santa Coloma de Queralt,0,Home,Positiu PCR,2,11-07
1304,40,Vallès Occidental,08205,Sant Cugat del Vallès,1,Dona,Positiu PCR,11,11-07
1305,41,Vallès Oriental,08086,Les Franqueses del Vallès,0,Home,Sospitós,10,11-07
1306,06,Anoia,08302,Vilanova del Camí,0,Home,Sospitós,6,11-07
1307,36,Tarragonès,43100,Els Pallaresos,0,Home,Sospitós,3,11-07
1308,41,Vallès Oriental,08259,Santa Maria de Palautordera,0,Home,Sospitós,2,11-07
1309,41,Vallès Oriental,08033,Caldes de Montbui,1,Dona,Positiu PCR,1,11-07
1310,14,Berguedà ,08022,Berga,1,Dona,Sospitós,5,11-07
1311,08,Baix Camp,43162,Vandellòs i l'Hospitalet de l'Infant,0,Home,Positiu PCR,1,11-07
1312,24,Osona,08112,Manlleu,1,Dona,Positiu PCR,3,11-07
1313,26,Pallars Sobirà ,25086,Esterri d'Àneu,0,Home,Sospitós,1,11-07
1314,10,Baix Empordà ,17124,Pals,1,Dona,Sospitós,1,11-07
1315,24,Osona,08116,Les Masies de Roda,1,Dona,Positiu PCR,1,11-07
1316,40,Vallès Occidental,08300,Viladecavalls,1,Dona,Sospitós,6,11-07
1317,22,Montsià ,43156,Ulldecona,0,Home,Sospitós,1,11-07
1318,03,Alt Penedès,08094,La Granada,0,Home,Sospitós,1,11-07
1319,13,Barcelonès,08019,Barcelona,1,Dona,Sospitós,450,11-07
1320,03,Alt Penedès,08091,Gelida,1,Dona,Sospitós,2,11-07
1321,41,Vallès Oriental,08106,Llinars del Vallès,1,Dona,Sospitós,4,11-07
1322,36,Tarragonès,43131,Roda de Berà,0,Home,Sospitós,1,11-07
1323,02,Alt Empordà ,17198,Torroella de Fluvià,0,Home,Sospitós,2,11-07
1324,41,Vallès Oriental,08124,Mollet del Vallès,1,Dona,Sospitós,50,11-07
1325,07,Bages,08113,Manresa,1,Dona,Sospitós,10,11-07
1326,41,Vallès Oriental,08042,Cànoves i Samalús,1,Dona,Positiu PCR,3,11-07
1327,13,Barcelonès,08194,Sant Adrià del Besòs,0,Home,PCR probable,1,11-07
1328,24,Osona,08100,Gurb,0,Home,Sospitós,1,11-07
1329,36,Tarragonès,43907,La Canonja,0,Home,Positiu PCR,1,11-07
1330,17,Garraf,08074,Cubelles,0,Home,Sospitós,2,11-07
1331,40,Vallès Occidental,08904,Badia del Vallès,1,Dona,Sospitós,1,11-07
1332,09,Baix Ebre,43104,El Perelló,0,Home,Sospitós,1,11-07
1333,40,Vallès Occidental,08279,Terrassa,0,Home,Positiu PCR,27,11-07
1334,02,Alt Empordà ,17001,Agullana,0,Home,Sospitós,1,11-07
1335,41,Vallès Oriental,08023,Bigues i Riells,1,Dona,Sospitós,5,11-07
1336,21,Maresme,08075,Dosrius,1,Dona,Positiu PCR,1,11-07
1337,41,Vallès Oriental,08198,Sant Antoni de Vilamajor,0,Home,Sospitós,1,11-07
1338,07,Bages,08182,El Pont de Vilomara i Rocafort,0,Home,Sospitós,1,11-07
1339,22,Montsià ,43138,Santa Bàrbara,1,Dona,Positiu PCR,1,11-07
1340,10,Baix Empordà ,17117,Palafrugell,0,Home,Sospitós,20,11-07
1341,09,Baix Ebre,43901,Deltebre,0,Home,Sospitós,9,11-07
1342,21,Maresme,08075,Dosrius,1,Dona,Sospitós,2,11-07
1343,09,Baix Ebre,43104,El Perelló,0,Home,Positiu PCR,1,11-07
1344,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,1,Dona,Positiu per Test Ràpid,1,11-07
1345,02,Alt Empordà ,17223,Vilajuïga,1,Dona,Positiu PCR,1,11-07
1346,40,Vallès Occidental,08167,Polinyà,1,Dona,Sospitós,8,11-07
1347,07,Bages,08274,Súria,0,Home,Sospitós,1,11-07
1348,10,Baix Empordà ,17085,Jafre,0,Home,Sospitós,1,11-07
1349,09,Baix Ebre,43013,L'Ametlla de Mar,1,Dona,Positiu PCR,1,11-07
1350,21,Maresme,08230,Premià de Dalt,1,Dona,Sospitós,17,11-07
1351,23,Noguera,25240,Vallfogona de Balaguer,1,Dona,Sospitós,1,11-07
1352,09,Baix Ebre,43013,L'Ametlla de Mar,1,Dona,Sospitós,5,11-07
1353,10,Baix Empordà ,17118,Palamós,1,Dona,Positiu PCR,3,11-07
1354,40,Vallès Occidental,08180,Ripollet,0,Home,Sospitós,26,11-07
1355,22,Montsià ,43136,Sant Carles de la Ràpita,1,Dona,Sospitós,7,11-07
1356,36,Tarragonès,43050,Creixell,1,Dona,Sospitós,2,11-07
1357,21,Maresme,08118,El Masnou,1,Dona,Sospitós,11,11-07
1358,09,Baix Ebre,43006,Aldover,1,Dona,Positiu PCR,2,11-07
1359,30,Ribera d'Ebre,43150,Tivissa,1,Dona,Sospitós,3,11-07
1360,41,Vallès Oriental,08181,La Roca del Vallès,1,Dona,Positiu PCR,2,11-07
1361,21,Maresme,08163,Pineda de Mar,0,Home,Sospitós,16,11-07
1362,11,Baix Llobregat,08069,Collbató,1,Dona,Sospitós,2,11-07
