,comarcacodi,comarcadescripcio,municipicodi,municipidescripcio,sexecodi,sexedescripcio,resultatcoviddescripcio,numcasos,date
1438,06,Anoia,08044,Capellades,1,Dona,Sospitós,2,11-06
1439,24,Osona,08285,Torelló,1,Dona,Sospitós,46,11-06
1440,41,Vallès Oriental,08041,Canovelles,1,Dona,Positiu PCR,4,11-06
1441,24,Osona,08283,Tona,1,Dona,Sospitós,9,11-06
1442,21,Maresme,08009,Argentona,0,Home,Sospitós,13,11-06
1443,22,Montsià ,43044,La Sénia,0,Home,Sospitós,2,11-06
1444,33,Segrià ,25251,Vilanova de Segrià,1,Dona,Sospitós,1,11-06
1445,41,Vallès Oriental,08042,Cànoves i Samalús,0,Home,Sospitós,2,11-06
1446,02,Alt Empordà ,17016,Bàscara,0,Home,Sospitós,1,11-06
1447,11,Baix Llobregat,08295,Vallirana,0,Home,Positiu PCR,1,11-06
1448,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Sospitós,88,11-06
1449,24,Osona,08183,Roda de Ter,0,Home,Sospitós,23,11-06
1450,03,Alt Penedès,08174,Puigdàlber,1,Dona,Sospitós,1,11-06
1451,06,Anoia,08143,Òdena,1,Dona,Sospitós,1,11-06
1452,21,Maresme,08284,Tordera,1,Dona,Sospitós,11,11-06
1453,14,Berguedà ,08049,Casserres,1,Dona,Sospitós,1,11-06
1454,11,Baix Llobregat,08221,Sant Just Desvern,0,Home,Positiu PCR,2,11-06
1455,40,Vallès Occidental,08252,Barberà del Vallès,1,Dona,Positiu PCR,5,11-06
1456,21,Maresme,08261,Santa Susanna,1,Dona,Positiu PCR,2,11-06
1457,10,Baix Empordà ,17034,Calonge i Sant Antoni,1,Dona,Sospitós,6,11-06
1458,41,Vallès Oriental,08115,Martorelles,0,Home,Sospitós,9,11-06
1459,09,Baix Ebre,43155,Tortosa,1,Dona,Sospitós,24,11-06
1460,11,Baix Llobregat,08169,El Prat de Llobregat,0,Home,Sospitós,56,11-06
1461,24,Osona,08246,Santa Eugènia de Berga,1,Dona,Sospitós,3,11-06
1462,20,Gironès,17025,Bordils,0,Home,Sospitós,1,11-06
1463,22,Montsià ,43014,Amposta,0,Home,Sospitós,14,11-06
1464,21,Maresme,08007,Arenys de Munt,0,Home,Sospitós,9,11-06
1465,21,Maresme,08118,El Masnou,0,Home,Positiu PCR,2,11-06
1466,06,Anoia,08161,Piera,0,Home,Positiu PCR,3,11-06
1467,30,Ribera d'Ebre,43060,Flix,1,Dona,Sospitós,1,11-06
1468,34,Selva,17008,Anglès,1,Dona,Sospitós,10,11-06
1469,13,Barcelonès,08019,Barcelona,1,Dona,Sospitós,1731,11-06
1470,28,Pla de l'Estany,17137,Porqueres,0,Home,Sospitós,1,11-06
1471,11,Baix Llobregat,08217,Sant Joan Despí,0,Home,Positiu PCR,2,11-06
1472,40,Vallès Occidental,08266,Cerdanyola del Vallès,1,Dona,Positiu PCR,9,11-06
1473,11,Baix Llobregat,08123,Molins de Rei,0,Home,Positiu PCR,3,11-06
1474,13,Barcelonès,08245,Santa Coloma de Gramenet,1,Dona,Sospitós,169,11-06
1475,41,Vallès Oriental,08259,Santa Maria de Palautordera,0,Home,Sospitós,10,11-06
1476,16,Conca de Barberà ,43142,Sarral,1,Dona,Positiu PCR,1,11-06
1477,14,Berguedà ,08022,Berga,1,Dona,Sospitós,8,11-06
1478,30,Ribera d'Ebre,43093,Móra d'Ebre,0,Home,Positiu PCR,1,11-06
1479,40,Vallès Occidental,08051,Castellar del Vallès,0,Home,Sospitós,40,11-06
1480,20,Gironès,17163,Sant Gregori,0,Home,Sospitós,11,11-06
1481,21,Maresme,08121,Mataró,1,Dona,Sospitós,126,11-06
1482,07,Bages,08084,Fonollosa,1,Dona,Sospitós,1,11-06
1483,11,Baix Llobregat,08066,Catellví de Rosanes,1,Dona,Sospitós,3,11-06
1484,02,Alt Empordà ,17047,Castelló d'Empúries,0,Home,Sospitós,11,11-06
1485,11,Baix Llobregat,08244,Santa Coloma de Cervelló,1,Dona,Sospitós,23,11-06
1486,40,Vallès Occidental,08279,Terrassa,0,Home,Positiu PCR,50,11-06
1487,11,Baix Llobregat,08076,Esparreguera,1,Dona,Positiu PCR,7,11-06
1488,36,Tarragonès,43148,Tarragona,0,Home,Sospitós,60,11-06
1489,11,Baix Llobregat,08068,Cervelló,0,Home,Positiu PCR,1,11-06
1490,34,Selva,17095,Lloret de Mar,0,Home,Sospitós,19,11-06
1491,13,Barcelonès,08101,L'Hospitalet de Llobregat,0,Home,Sospitós,240,11-06
1492,07,Bages,08262,Sant Vicenç de Castellet,0,Home,Sospitós,2,11-06
1493,12,Baix Penedès,43037,Calafell,0,Home,Sospitós,9,11-06
1494,17,Garraf,08231,Sant Pere de Ribes,1,Dona,Sospitós,23,11-06
1495,17,Garraf,08307,Vilanova i la Geltrú,0,Home,Sospitós,48,11-06
1496,03,Alt Penedès,08236,Sant Quintí de Mediona,0,Home,Positiu PCR,1,11-06
1497,41,Vallès Oriental,08159,Parets del Vallès,0,Home,Sospitós,29,11-06
1498,17,Garraf,08231,Sant Pere de Ribes,0,Home,Positiu PCR,4,11-06
1499,02,Alt Empordà ,17047,Castelló d'Empúries,1,Dona,Sospitós,10,11-06
1500,19,Garrotxa,17133,Les Planes d'Hostoles,0,Home,Sospitós,4,11-06
1501,11,Baix Llobregat,08073,Cornellà de Llobregat,1,Dona,Sospitós,92,11-06
1502,22,Montsià ,43044,La Sénia,1,Dona,Sospitós,1,11-06
1503,41,Vallès Oriental,08181,La Roca del Vallès,0,Home,Positiu PCR,3,11-06
1504,21,Maresme,08040,Canet de Mar,1,Dona,Positiu PCR,2,11-06
1505,10,Baix Empordà ,17004,Albons,0,Home,Positiu PCR,1,11-06
1506,03,Alt Penedès,08305,Vilafranca del Penedès,0,Home,Positiu PCR,13,11-06
1507,03,Alt Penedès,08145,Olèrdola,1,Dona,Positiu PCR,2,11-06
1508,13,Barcelonès,08019,Barcelona,1,Dona,Positiu PCR,355,11-06
1509,14,Berguedà ,08092,Gironella,1,Dona,Positiu PCR,2,11-06
1510,41,Vallès Oriental,08042,Cànoves i Samalús,0,Home,Positiu PCR,2,11-06
1511,21,Maresme,08153,Òrrius,1,Dona,Positiu PCR,1,11-06
1512,03,Alt Penedès,08222,Sant Llorenç d'Hortons,0,Home,Sospitós,3,11-06
1513,24,Osona,08283,Tona,0,Home,Positiu PCR,3,11-06
1514,41,Vallès Oriental,08105,La Llagosta,0,Home,Sospitós,34,11-06
1515,08,Baix Camp,43038,Cambrils,0,Home,Positiu per ELISA,2,11-06
1516,21,Maresme,08030,Cabrils,1,Dona,Positiu PCR,2,11-06
1517,11,Baix Llobregat,08147,Olesa de Montserrat,1,Dona,Sospitós,34,11-06
1518,12,Baix Penedès,43074,Llorenç del Penedès,1,Dona,Sospitós,2,11-06
1519,20,Gironès,17155,Salt,1,Dona,Positiu PCR,9,11-06
1520,25,Pallars Jussà ,25190,Salàs de Pallars,1,Dona,Sospitós,1,11-06
1521,41,Vallès Oriental,08014,Aiguafreda,1,Dona,Sospitós,3,11-06
1522,19,Garrotxa,17184,Santa Pau,0,Home,Sospitós,2,11-06
1523,40,Vallès Occidental,08267,Sentmenat,1,Dona,Sospitós,17,11-06
1524,41,Vallès Oriental,08115,Martorelles,1,Dona,Positiu PCR,1,11-06
1525,10,Baix Empordà ,17160,Sant Feliu de Guíxols,1,Dona,Sospitós,24,11-06
1526,11,Baix Llobregat,08020,Begues,1,Dona,Sospitós,9,11-06
1527,11,Baix Llobregat,08301,Viladecans,1,Dona,Sospitós,79,11-06
1528,,,,(Altres municipis),0,Home,Sospitós,4,11-06
1529,24,Osona,08183,Roda de Ter,1,Dona,Sospitós,34,11-06
1530,21,Maresme,08219,Vilassar de Mar,1,Dona,Positiu PCR,3,11-06
1531,03,Alt Penedès,08251,Santa Margarida i els Monjos,0,Home,Sospitós,16,11-06
1532,02,Alt Empordà ,17138,Portbou,1,Dona,Sospitós,1,11-06
1533,24,Osona,08233,Sant Pere de Torelló,0,Home,Positiu PCR,1,11-06
1534,03,Alt Penedès,08085,Font-Rubí,0,Home,Sospitós,2,11-06
1535,41,Vallès Oriental,08902,Vilanova del Vallès,1,Dona,Positiu PCR,2,11-06
1536,41,Vallès Oriental,08207,Sant Esteve de Palautordera,1,Dona,Sospitós,3,11-06
1537,23,Noguera,25035,La Sentiu de Sió,0,Home,Positiu PCR,2,11-06
1538,20,Gironès,17155,Salt,1,Dona,Sospitós,30,11-06
1539,06,Anoia,08228,Sant Martí Sesgueioles,0,Home,Sospitós,2,11-06
1540,20,Gironès,17079,Girona,1,Dona,Sospitós,144,11-06
1541,23,Noguera,25040,Balaguer,0,Home,Sospitós,3,11-06
1542,21,Maresme,08006,Arenys de Mar,1,Dona,Positiu PCR,2,11-06
1543,10,Baix Empordà ,17034,Calonge i Sant Antoni,0,Home,Positiu PCR,2,11-06
1544,41,Vallès Oriental,08209,Sant Fost de Campsentelles,0,Home,Sospitós,10,11-06
1545,21,Maresme,08040,Canet de Mar,1,Dona,Sospitós,10,11-06
1546,24,Osona,08265,Sant Vicenç de Torelló,0,Home,Sospitós,5,11-06
1547,36,Tarragonès,43171,Vila-Seca,1,Dona,Sospitós,19,11-06
1548,21,Maresme,08126,Montgat,1,Dona,Positiu PCR,2,11-06
1549,11,Baix Llobregat,08114,Martorell,1,Dona,Positiu PCR,6,11-06
1550,06,Anoia,08031,Calaf,1,Dona,Sospitós,6,11-06
1551,34,Selva,17903,Sant Julià del Llor i Bonmatí,1,Dona,Sospitós,3,11-06
1552,08,Baix Camp,43118,Pratdip,0,Home,Sospitós,1,11-06
1553,07,Bages,08010,Artés,1,Dona,Sospitós,3,11-06
1554,21,Maresme,08153,Òrrius,0,Home,Sospitós,1,11-06
1555,10,Baix Empordà ,17048,Castell-Platja d'Aro,1,Dona,Sospitós,13,11-06
1556,41,Vallès Oriental,08234,Sant Pere de Vilamajor,0,Home,Sospitós,7,11-06
1557,21,Maresme,08035,Calella,0,Home,Sospitós,30,11-06
1558,34,Selva,17189,La Cellera de Ter,1,Dona,Sospitós,2,11-06
1559,02,Alt Empordà ,17066,Figueres,0,Home,Positiu PCR,9,11-06
1560,41,Vallès Oriental,08124,Mollet del Vallès,1,Dona,PCR probable,1,11-06
1561,36,Tarragonès,43171,Vila-Seca,0,Home,Positiu PCR,7,11-06
1562,11,Baix Llobregat,08073,Cornellà de Llobregat,1,Dona,PCR probable,1,11-06
1563,27,Pla d'Urgell,25137,Mollerussa,0,Home,Sospitós,3,11-06
1564,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Positiu PCR,20,11-06
1565,01,Alt Camp,43161,Valls,0,Home,Positiu PCR,2,11-06
1566,33,Segrià ,25012,Alcoletge,0,Home,Sospitós,2,11-06
1567,28,Pla de l'Estany,17190,Serinyà,1,Dona,Sospitós,2,11-06
1568,03,Alt Penedès,08122,Mediona,1,Dona,Positiu PCR,1,11-06
1569,11,Baix Llobregat,08072,Corbera de Llobregat,1,Dona,Sospitós,11,11-06
1570,20,Gironès,17073,Fornells de la Selva,0,Home,Sospitós,2,11-06
1571,29,Priorat,43070,Els Guiamets,0,Home,Positiu PCR,1,11-06
1572,11,Baix Llobregat,08211,Sant Feliu de Llobregat,1,Dona,PCR probable,1,11-06
1573,20,Gironès,17142,Quart,0,Home,Sospitós,6,11-06
1574,36,Tarragonès,43126,La Riera de Gaià,0,Home,Sospitós,1,11-06
1575,20,Gironès,17186,Sarrià de Ter,0,Home,Positiu PCR,2,11-06
1576,11,Baix Llobregat,08158,El Papiol,0,Home,Sospitós,11,11-06
1577,01,Alt Camp,43120,Querol,0,Home,Sospitós,1,11-06
1578,11,Baix Llobregat,08295,Vallirana,1,Dona,Sospitós,12,11-06
1579,40,Vallès Occidental,08904,Badia del Vallès,1,Dona,Sospitós,17,11-06
1580,08,Baix Camp,43145,La Selva del Camp,0,Home,Sospitós,22,11-06
1581,23,Noguera,25034,Artesa de Segre,1,Dona,Positiu PCR,2,11-06
1582,32,Segarra,25192,Sant Guim de Freixenet,0,Home,Sospitós,2,11-06
1583,02,Alt Empordà ,17066,Figueres,1,Dona,Sospitós,55,11-06
1584,21,Maresme,08035,Calella,1,Dona,Sospitós,30,11-06
1585,40,Vallès Occidental,08187,Sabadell,0,Home,Sospitós,305,11-06
1586,09,Baix Ebre,43901,Deltebre,1,Dona,Positiu PCR,3,11-06
1587,36,Tarragonès,43905,Salou,1,Dona,Positiu PCR,5,11-06
1588,20,Gironès,17089,Llagostera,0,Home,Positiu PCR,3,11-06
1589,34,Selva,08082,Fogars de Tordera,0,Home,Sospitós,1,11-06
1590,10,Baix Empordà ,17211,Verges,1,Dona,Positiu PCR,1,11-06
1591,22,Montsià ,43138,Santa Bàrbara,0,Home,Sospitós,2,11-06
1592,24,Osona,08269,Seva,1,Dona,Positiu PCR,2,11-06
1593,31,Ripollès,17167,Sant Joan de les Abadesses,0,Home,Sospitós,5,11-06
1594,40,Vallès Occidental,08252,Barberà del Vallès,0,Home,Positiu PCR,9,11-06
1595,06,Anoia,08028,Cabrera d'Anoia,0,Home,Sospitós,1,11-06
1596,40,Vallès Occidental,08904,Badia del Vallès,0,Home,Positiu PCR,1,11-06
1597,21,Maresme,08032,Caldes d'Estrac,0,Home,Positiu PCR,1,11-06
1598,24,Osona,08117,Les Masies de Voltregà,1,Dona,Sospitós,2,11-06
1599,21,Maresme,08172,Premià de Mar,1,Dona,Sospitós,47,11-06
1600,41,Vallès Oriental,08202,Sant Celoni,0,Home,Sospitós,36,11-06
1601,40,Vallès Occidental,08238,Sant Quirze del Vallès,1,Dona,Positiu PCR,4,11-06
1602,27,Pla d'Urgell,25137,Mollerussa,1,Dona,Sospitós,3,11-06
1603,40,Vallès Occidental,08051,Castellar del Vallès,1,Dona,Sospitós,36,11-06
1604,24,Osona,08220,Sant Julià de Vilatorta,0,Home,Positiu PCR,1,11-06
1605,31,Ripollès,17145,Ribes de Freser,0,Home,Sospitós,3,11-06
1606,21,Maresme,08163,Pineda de Mar,1,Dona,Sospitós,41,11-06
1607,05,Alta Ribagorça,25173,El Pont de Suert,1,Dona,Positiu PCR,1,11-06
1608,19,Garrotxa,17208,La Vall de Bianya,0,Home,Sospitós,1,11-06
1609,20,Gironès,17155,Salt,0,Home,Positiu PCR,7,11-06
1610,14,Berguedà ,08011,Avià,1,Dona,Sospitós,1,11-06
1611,40,Vallès Occidental,08184,Rubí,1,Dona,Sospitós,72,11-06
1612,24,Osona,08117,Les Masies de Voltregà,0,Home,Sospitós,9,11-06
1613,06,Anoia,08102,Igualada,1,Dona,Sospitós,37,11-06
1614,41,Vallès Oriental,08294,Vallgorguina,0,Home,Sospitós,5,11-06
1615,11,Baix Llobregat,08196,Sant Andreu de la Barca,0,Home,Positiu PCR,9,11-06
1616,11,Baix Llobregat,08066,Catellví de Rosanes,0,Home,Sospitós,7,11-06
1617,21,Maresme,08009,Argentona,1,Dona,Sospitós,12,11-06
1618,27,Pla d'Urgell,25113,Ivars d'Urgell,1,Dona,Sospitós,2,11-06
1619,40,Vallès Occidental,08054,Castellbisbal,0,Home,Positiu PCR,1,11-06
1620,31,Ripollès,17039,Camprodon,0,Home,Positiu PCR,3,11-06
1621,21,Maresme,08264,Sant Vicenç de Montalt,1,Dona,Positiu PCR,2,11-06
1622,19,Garrotxa,17149,Riudaura,0,Home,Sospitós,1,11-06
1623,02,Alt Empordà ,17152,Roses,1,Dona,Sospitós,14,11-06
1624,41,Vallès Oriental,08159,Parets del Vallès,1,Dona,Positiu PCR,1,11-06
1625,06,Anoia,08286,La Torre de Claramunt,1,Dona,Sospitós,5,11-06
1626,40,Vallès Occidental,08167,Polinyà,0,Home,Positiu PCR,1,11-06
1627,07,Bages,08192,Santpedor,1,Dona,Sospitós,3,11-06
1628,14,Berguedà ,08022,Berga,0,Home,Sospitós,10,11-06
1629,10,Baix Empordà ,17118,Palamós,0,Home,Sospitós,18,11-06
1630,07,Bages,08113,Manresa,0,Home,Sospitós,53,11-06
1631,22,Montsià ,43004,Alcanar,0,Home,Positiu PCR,1,11-06
1632,21,Maresme,08284,Tordera,1,Dona,Positiu PCR,2,11-06
1633,41,Vallès Oriental,08042,Cànoves i Samalús,1,Dona,Sospitós,3,11-06
1634,36,Tarragonès,43907,La Canonja,0,Home,Sospitós,1,11-06
1635,41,Vallès Oriental,08198,Sant Antoni de Vilamajor,1,Dona,Sospitós,6,11-06
1636,41,Vallès Oriental,08202,Sant Celoni,1,Dona,Sospitós,14,11-06
1637,06,Anoia,08162,Els Hostalets de Pierola,1,Dona,Sospitós,2,11-06
1638,19,Garrotxa,17133,Les Planes d'Hostoles,0,Home,Positiu PCR,2,11-06
1639,06,Anoia,08119,Masquefa,1,Dona,Sospitós,26,11-06
1640,22,Montsià ,43014,Amposta,1,Dona,Sospitós,26,11-06
1641,20,Gironès,17073,Fornells de la Selva,1,Dona,Sospitós,1,11-06
1642,40,Vallès Occidental,08120,Matadepera,1,Dona,Sospitós,5,11-06
1643,21,Maresme,08281,Teià,1,Dona,Sospitós,13,11-06
1644,36,Tarragonès,43047,Constantí,1,Dona,Sospitós,4,11-06
1645,11,Baix Llobregat,08211,Sant Feliu de Llobregat,1,Dona,Sospitós,34,11-06
1646,41,Vallès Oriental,08134,Figaró-Montmany,0,Home,Sospitós,2,11-06
1647,06,Anoia,08071,Copons,1,Dona,Sospitós,1,11-06
1648,09,Baix Ebre,43904,l'Aldea,1,Dona,Sospitós,5,11-06
1649,12,Baix Penedès,43051,Cunit,0,Home,Sospitós,9,11-06
1650,40,Vallès Occidental,08279,Terrassa,1,Dona,Positiu PCR,76,11-06
1651,41,Vallès Oriental,08105,La Llagosta,0,Home,Positiu PCR,2,11-06
1652,31,Ripollès,17145,Ribes de Freser,1,Dona,Sospitós,4,11-06
1653,13,Barcelonès,08015,Badalona,1,Dona,Positiu PCR,62,11-06
1654,19,Garrotxa,17114,Olot,1,Dona,Sospitós,60,11-06
1655,10,Baix Empordà ,17022,La Bisbal d'Empordà,1,Dona,Sospitós,16,11-06
1656,13,Barcelonès,08194,Sant Adrià del Besòs,1,Dona,Positiu PCR,8,11-06
1657,21,Maresme,08193,Sant Iscle de Vallalta,1,Dona,Sospitós,1,11-06
1658,24,Osona,08100,Gurb,1,Dona,Sospitós,8,11-06
1659,07,Bages,08140,Navarcles,1,Dona,Sospitós,2,11-06
1660,34,Selva,17193,Sils,0,Home,Positiu PCR,1,11-06
1661,30,Ribera d'Ebre,43121,Rasquera,1,Dona,Sospitós,1,11-06
1662,19,Garrotxa,17139,Les Preses,1,Dona,Sospitós,2,11-06
1663,31,Ripollès,17036,Campdevànol,1,Dona,Sospitós,13,11-06
1664,11,Baix Llobregat,08123,Molins de Rei,1,Dona,Positiu PCR,4,11-06
1665,21,Maresme,08282,Tiana,1,Dona,Sospitós,6,11-06
1666,11,Baix Llobregat,08068,Cervelló,0,Home,Sospitós,7,11-06
1667,24,Osona,08303,Vilanova de Sau,0,Home,Sospitós,1,11-06
1668,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,PCR probable,1,11-06
1669,21,Maresme,08219,Vilassar de Mar,1,Dona,Sospitós,15,11-06
1670,10,Baix Empordà ,17118,Palamós,1,Dona,Sospitós,14,11-06
1671,11,Baix Llobregat,08069,Collbató,0,Home,Positiu PCR,2,11-06
1672,20,Gironès,17169,Sant Julià de Ramis,1,Dona,Sospitós,4,11-06
1673,41,Vallès Oriental,08296,Vallromanes,0,Home,Sospitós,2,11-06
1674,07,Bages,08182,El Pont de Vilomara i Rocafort,1,Dona,Sospitós,1,11-06
1675,12,Baix Penedès,43163,El Vendrell,1,Dona,Positiu PCR,3,11-06
1676,41,Vallès Oriental,08136,Montornès del Vallès,0,Home,Positiu PCR,4,11-06
1677,21,Maresme,08121,Mataró,0,Home,Sospitós,131,11-06
1678,07,Bages,08053,Castellbell i el Vilar,1,Dona,Sospitós,1,11-06
1679,07,Bages,08274,Súria,1,Dona,Positiu PCR,1,11-06
1680,06,Anoia,08286,La Torre de Claramunt,0,Home,Sospitós,4,11-06
1681,40,Vallès Occidental,08184,Rubí,1,Dona,Positiu PCR,21,11-06
1682,19,Garrotxa,17208,La Vall de Bianya,1,Dona,Sospitós,4,11-06
1683,21,Maresme,08126,Montgat,0,Home,Positiu PCR,1,11-06
1684,02,Alt Empordà ,17093,Llers,0,Home,Sospitós,3,11-06
1685,40,Vallès Occidental,08290,Ullastrell,1,Dona,Sospitós,2,11-06
1686,09,Baix Ebre,43013,L'Ametlla de Mar,0,Home,Sospitós,4,11-06
1687,30,Ribera d'Ebre,43094,Móra la Nova,1,Dona,Positiu PCR,1,11-06
1688,29,Priorat,43112,Poboleda,1,Dona,Sospitós,1,11-06
1689,38,Urgell,25217,Tàrrega,1,Dona,Sospitós,3,11-06
1690,02,Alt Empordà ,17102,Maçanet de Cabrenys,0,Home,Sospitós,2,11-06
1691,07,Bages,08038,Callús,0,Home,Sospitós,1,11-06
1692,17,Garraf,08074,Cubelles,1,Dona,Positiu PCR,1,11-06
1693,40,Vallès Occidental,08167,Polinyà,0,Home,Sospitós,6,11-06
1694,11,Baix Llobregat,08204,Sant Climent de Llobregat,0,Home,Sospitós,2,11-06
1695,08,Baix Camp,43092,Mont-Roig del Camp,1,Dona,Sospitós,4,11-06
1696,20,Gironès,17089,Llagostera,1,Dona,Sospitós,9,11-06
1697,24,Osona,08171,Prats de Lluçanès,0,Home,Sospitós,5,11-06
1698,02,Alt Empordà ,17111,Navata,0,Home,Positiu PCR,1,11-06
1699,07,Bages,08053,Castellbell i el Vilar,1,Dona,Positiu PCR,1,11-06
1700,21,Maresme,08029,Cabrera de Mar,1,Dona,Sospitós,4,11-06
1701,11,Baix Llobregat,08158,El Papiol,1,Dona,Positiu PCR,1,11-06
1702,24,Osona,08901,Rupit i Pruit,1,Dona,Sospitós,1,11-06
1703,08,Baix Camp,43145,La Selva del Camp,1,Dona,Positiu PCR,1,11-06
1704,33,Segrià ,25120,Lleida,1,Dona,Sospitós,46,11-06
1705,41,Vallès Oriental,08086,Les Franqueses del Vallès,1,Dona,Sospitós,26,11-06
1706,39,Aran,25243,Vielha e Mijaran,0,Home,Sospitós,5,11-06
1707,21,Maresme,08009,Argentona,0,Home,Positiu PCR,3,11-06
1708,21,Maresme,08163,Pineda de Mar,0,Home,Sospitós,30,11-06
1709,22,Montsià ,43078,Masdenverge,1,Dona,Positiu PCR,2,11-06
1710,39,Aran,25243,Vielha e Mijaran,1,Dona,Sospitós,3,11-06
1711,06,Anoia,08165,La Pobla de Claramunt,0,Home,Sospitós,1,11-06
1712,07,Bages,08053,Castellbell i el Vilar,0,Home,Sospitós,1,11-06
1713,01,Alt Camp,43005,Alcover,0,Home,Positiu PCR,1,11-06
1714,24,Osona,08171,Prats de Lluçanès,1,Dona,Sospitós,4,11-06
1715,06,Anoia,08104,La Llacuna,0,Home,Positiu PCR,1,11-06
1716,40,Vallès Occidental,08156,Palau-Solità i Plegamans,1,Dona,PCR probable,1,11-06
1717,03,Alt Penedès,08240,Sant Sadurní d'Anoia,0,Home,Sospitós,19,11-06
1718,11,Baix Llobregat,08068,Cervelló,1,Dona,Sospitós,7,11-06
1719,03,Alt Penedès,08236,Sant Quintí de Mediona,1,Dona,Sospitós,1,11-06
1720,41,Vallès Oriental,08294,Vallgorguina,1,Dona,Sospitós,2,11-06
1721,21,Maresme,08126,Montgat,0,Home,Sospitós,12,11-06
1722,03,Alt Penedès,08222,Sant Llorenç d'Hortons,1,Dona,Sospitós,6,11-06
1723,03,Alt Penedès,08085,Font-Rubí,0,Home,Positiu PCR,1,11-06
1724,24,Osona,08215,Sant Hipòlit de Voltregà,0,Home,Sospitós,8,11-06
1725,02,Alt Empordà ,17120,Palau-Saverdera,0,Home,Positiu PCR,1,11-06
1726,41,Vallès Oriental,08256,Santa Maria de Martorelles,0,Home,Sospitós,1,11-06
1727,17,Garraf,08270,Sitges,0,Home,Sospitós,5,11-06
1728,11,Baix Llobregat,08208,Sant Esteve Sesrovires,1,Dona,Sospitós,9,11-06
1729,20,Gironès,17044,Cassà de la Selva,1,Dona,Sospitós,13,11-06
1730,32,Segarra,25110,Guissona,1,Dona,Sospitós,5,11-06
1731,33,Segrià ,25228,Torrefarrera,1,Dona,Positiu PCR,1,11-06
1732,30,Ribera d'Ebre,43093,Móra d'Ebre,1,Dona,Sospitós,8,11-06
1733,24,Osona,08237,Sant Quirze de Besora,0,Home,Positiu PCR,1,11-06
1734,10,Baix Empordà ,17199,Torroella de Montgrí,0,Home,Sospitós,12,11-06
1735,41,Vallès Oriental,08005,L'Ametlla del Vallès,0,Home,Sospitós,16,11-06
1736,11,Baix Llobregat,08089,Gavà,0,Home,Positiu PCR,8,11-06
1737,24,Osona,08285,Torelló,0,Home,Sospitós,35,11-06
1738,14,Berguedà ,08049,Casserres,0,Home,Positiu PCR,1,11-06
1739,03,Alt Penedès,08305,Vilafranca del Penedès,0,Home,PCR probable,2,11-06
1740,40,Vallès Occidental,08238,Sant Quirze del Vallès,1,Dona,Sospitós,36,11-06
1741,08,Baix Camp,43123,Reus,1,Dona,Sospitós,135,11-06
1742,11,Baix Llobregat,08221,Sant Just Desvern,0,Home,Sospitós,9,11-06
1743,06,Anoia,08302,Vilanova del Camí,1,Dona,PCR probable,1,11-06
1744,14,Berguedà ,08903,Sant Julià de Cerdanyola,1,Dona,Sospitós,1,11-06
1745,36,Tarragonès,43047,Constantí,0,Home,Sospitós,2,11-06
1746,23,Noguera,25040,Balaguer,1,Dona,Sospitós,8,11-06
1747,41,Vallès Oriental,08202,Sant Celoni,0,Home,Positiu PCR,3,11-06
1748,03,Alt Penedès,08085,Font-Rubí,1,Dona,Sospitós,3,11-06
1749,07,Bages,08191,Sallent,1,Dona,Positiu PCR,2,11-06
1750,20,Gironès,17050,Cervià de Ter,0,Home,Sospitós,1,11-06
1751,41,Vallès Oriental,08106,Llinars del Vallès,0,Home,Sospitós,13,11-06
1752,11,Baix Llobregat,08069,Collbató,1,Dona,Sospitós,2,11-06
1753,10,Baix Empordà ,17211,Verges,0,Home,Sospitós,1,11-06
1754,07,Bages,08084,Fonollosa,0,Home,Sospitós,1,11-06
1755,20,Gironès,17079,Girona,1,Dona,Positiu PCR,56,11-06
1756,41,Vallès Oriental,08088,La Garriga,0,Home,Positiu PCR,5,11-06
1757,31,Ripollès,17177,Sant Pau de Segúries,0,Home,Sospitós,1,11-06
1758,15,Cerdanya,17141,Puigcerdà,0,Home,Positiu PCR,1,11-06
1759,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Positiu PCR,97,11-06
1760,20,Gironès,17067,Flaçà,1,Dona,Sospitós,1,11-06
1761,40,Vallès Occidental,08187,Sabadell,1,Dona,Positiu PCR,48,11-06
1762,40,Vallès Occidental,08252,Barberà del Vallès,1,Dona,Sospitós,33,11-06
1763,21,Maresme,08007,Arenys de Munt,0,Home,Positiu PCR,3,11-06
1764,20,Gironès,17079,Girona,1,Dona,PCR probable,1,11-06
1765,03,Alt Penedès,08065,Castellví de la Marca,0,Home,Sospitós,1,11-06
1766,14,Berguedà ,08268,Cercs,0,Home,Sospitós,1,11-06
1767,11,Baix Llobregat,08200,Sant Boi de Llobregat,1,Dona,Positiu PCR,19,11-06
1768,17,Garraf,08231,Sant Pere de Ribes,1,Dona,Positiu PCR,1,11-06
1769,24,Osona,08278,Taradell,0,Home,Sospitós,6,11-06
1770,41,Vallès Oriental,08097,Gualba,0,Home,Sospitós,2,11-06
1771,34,Selva,17008,Anglès,0,Home,Sospitós,11,11-06
1772,24,Osona,08083,Folgueroles,0,Home,Positiu PCR,1,11-06
1773,36,Tarragonès,43907,La Canonja,1,Dona,Sospitós,4,11-06
