,comarcacodi,comarcadescripcio,municipicodi,municipidescripcio,sexecodi,sexedescripcio,resultatcoviddescripcio,numcasos,date
0,08,Baix Camp,43123,Reus,0,Home,Positiu PCR,3,11-07
1,09,Baix Ebre,43013,L'Ametlla de Mar,1,Dona,Sospitós,4,11-07
2,34,Selva,17008,Anglès,0,Home,Positiu PCR,1,11-07
3,33,Segrià ,25133,Maials,1,Dona,Sospitós,1,11-07
4,41,Vallès Oriental,08096,Granollers,0,Home,Positiu PCR,2,11-07
5,03,Alt Penedès,08240,Sant Sadurní d'Anoia,1,Dona,Sospitós,1,11-07
6,10,Baix Empordà ,17160,Sant Feliu de Guíxols,1,Dona,Positiu PCR,2,11-07
7,34,Selva,17150,Riudellots de la Selva,1,Dona,Sospitós,1,11-07
8,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,0,Home,Sospitós,1,11-07
9,13,Barcelonès,08245,Santa Coloma de Gramenet,1,Dona,Sospitós,7,11-07
10,34,Selva,17193,Sils,1,Dona,Sospitós,1,11-07
11,34,Selva,17009,Arbúcies,1,Dona,Positiu PCR,1,11-07
12,36,Tarragonès,43100,Els Pallaresos,1,Dona,Sospitós,2,11-07
13,33,Segrià ,25019,Almacelles,0,Home,Sospitós,2,11-07
14,13,Barcelonès,08019,Barcelona,1,Dona,Positiu per ELISA,7,11-07
15,34,Selva,17180,Santa Coloma de Farners,1,Dona,Positiu PCR,1,11-07
16,40,Vallès Occidental,08184,Rubí,1,Dona,Sospitós,11,11-07
17,24,Osona,08215,Sant Hipòlit de Voltregà,0,Home,Sospitós,1,11-07
18,24,Osona,08183,Roda de Ter,1,Dona,Positiu PCR,1,11-07
19,34,Selva,17023,Blanes,1,Dona,Positiu PCR,1,11-07
20,14,Berguedà ,08022,Berga,1,Dona,Positiu per ELISA,1,11-07
21,08,Baix Camp,43038,Cambrils,0,Home,Sospitós,22,11-07
22,35,Solsonès,25207,Solsona,0,Home,Sospitós,1,11-07
23,23,Noguera,25040,Balaguer,0,Home,Sospitós,2,11-07
24,40,Vallès Occidental,08279,Terrassa,1,Dona,Sospitós,19,11-07
25,07,Bages,08274,Súria,0,Home,Positiu PCR,1,11-07
26,39,Aran,25025,Naut Aran,1,Dona,Sospitós,2,11-07
27,34,Selva,17095,Lloret de Mar,0,Home,Sospitós,2,11-07
28,11,Baix Llobregat,08263,Sant Vicenç dels Horts,1,Dona,Positiu PCR,3,11-07
29,20,Gironès,17079,Girona,1,Dona,Positiu PCR,7,11-07
30,16,Conca de Barberà ,43147,Solivella,1,Dona,Sospitós,1,11-07
31,11,Baix Llobregat,08208,Sant Esteve Sesrovires,0,Home,Sospitós,1,11-07
32,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Positiu PCR,2,11-07
33,06,Anoia,08102,Igualada,1,Dona,Positiu PCR,3,11-07
34,02,Alt Empordà ,17135,Pont de Molins,0,Home,Sospitós,1,11-07
35,24,Osona,08283,Tona,0,Home,Sospitós,1,11-07
36,11,Baix Llobregat,08301,Viladecans,1,Dona,Positiu PCR,2,11-07
37,34,Selva,17008,Anglès,1,Dona,Positiu PCR,1,11-07
38,06,Anoia,08250,Santa Margarida de Montbui,1,Dona,Sospitós,4,11-07
39,09,Baix Ebre,43901,Deltebre,1,Dona,Positiu PCR,2,11-07
40,36,Tarragonès,43095,El Morell,1,Dona,Positiu per Test Ràpid,1,11-07
41,03,Alt Penedès,08305,Vilafranca del Penedès,0,Home,Sospitós,1,11-07
42,02,Alt Empordà ,17132,Peralada,1,Dona,Sospitós,1,11-07
43,33,Segrià ,25120,Lleida,1,Dona,Sospitós,20,11-07
44,07,Bages,08213,Sant Fruitós de Bages,0,Home,Positiu per ELISA,1,11-07
45,40,Vallès Occidental,08187,Sabadell,1,Dona,Positiu PCR,6,11-07
46,11,Baix Llobregat,08295,Vallirana,0,Home,Sospitós,1,11-07
47,41,Vallès Oriental,08108,Lliçà de Vall,0,Home,Sospitós,1,11-07
48,10,Baix Empordà ,17117,Palafrugell,0,Home,Sospitós,2,11-07
49,02,Alt Empordà ,17152,Roses,1,Dona,Sospitós,9,11-07
50,22,Montsià ,43004,Alcanar,0,Home,Sospitós,2,11-07
51,08,Baix Camp,43088,Montbrió del Camp,0,Home,Positiu PCR,1,11-07
52,20,Gironès,17050,Cervià de Ter,1,Dona,Sospitós,1,11-07
53,11,Baix Llobregat,08123,Molins de Rei,0,Home,Sospitós,1,11-07
54,40,Vallès Occidental,08184,Rubí,1,Dona,Positiu per ELISA,1,11-07
55,22,Montsià ,43044,La Sénia,0,Home,Sospitós,2,11-07
56,41,Vallès Oriental,08124,Mollet del Vallès,1,Dona,Sospitós,9,11-07
57,11,Baix Llobregat,08200,Sant Boi de Llobregat,1,Dona,Positiu per ELISA,2,11-07
58,02,Alt Empordà ,17092,Llançà,1,Dona,Sospitós,2,11-07
59,36,Tarragonès,43095,El Morell,0,Home,Sospitós,2,11-07
60,21,Maresme,08261,Santa Susanna,1,Dona,Sospitós,2,11-07
61,21,Maresme,08219,Vilassar de Mar,0,Home,Sospitós,1,11-07
62,09,Baix Ebre,43104,El Perelló,0,Home,Positiu PCR,1,11-07
63,10,Baix Empordà ,17057,Corçà,0,Home,Positiu PCR,1,11-07
64,14,Berguedà ,08049,Casserres,0,Home,Sospitós,1,11-07
65,20,Gironès,17169,Sant Julià de Ramis,0,Home,Positiu PCR,1,11-07
66,20,Gironès,17025,Bordils,1,Dona,Sospitós,1,11-07
67,11,Baix Llobregat,08263,Sant Vicenç dels Horts,0,Home,Positiu PCR,1,11-07
68,41,Vallès Oriental,08023,Bigues i Riells,1,Dona,Positiu PCR,1,11-07
69,07,Bages,08182,El Pont de Vilomara i Rocafort,0,Home,Positiu per ELISA,1,11-07
70,38,Urgell,25217,Tàrrega,1,Dona,Positiu PCR,5,11-07
71,02,Alt Empordà ,17047,Castelló d'Empúries,0,Home,Sospitós,2,11-07
72,13,Barcelonès,08015,Badalona,0,Home,Sospitós,33,11-07
73,41,Vallès Oriental,08086,Les Franqueses del Vallès,0,Home,Positiu PCR,1,11-07
74,34,Selva,17189,La Cellera de Ter,1,Dona,Sospitós,1,11-07
75,30,Ribera d'Ebre,43093,Móra d'Ebre,1,Dona,Positiu PCR,1,11-07
76,41,Vallès Oriental,08086,Les Franqueses del Vallès,0,Home,Sospitós,3,11-07
77,39,Aran,25121,Les,0,Home,Sospitós,2,11-07
78,30,Ribera d'Ebre,43093,Móra d'Ebre,1,Dona,Sospitós,2,11-07
79,09,Baix Ebre,43052,Xerta,0,Home,Sospitós,1,11-07
80,19,Garrotxa,17114,Olot,0,Home,Sospitós,2,11-07
81,40,Vallès Occidental,08184,Rubí,0,Home,Sospitós,6,11-07
82,06,Anoia,08170,Els Prats de Rei,0,Home,Sospitós,1,11-07
83,29,Priorat,43082,El Masroig,0,Home,Positiu PCR,1,11-07
84,40,Vallès Occidental,08167,Polinyà,1,Dona,Sospitós,1,11-07
85,33,Segrià ,25120,Lleida,1,Dona,Positiu PCR,3,11-07
86,22,Montsià ,43014,Amposta,1,Dona,Positiu PCR,4,11-07
87,40,Vallès Occidental,08187,Sabadell,0,Home,Positiu per ELISA,1,11-07
88,41,Vallès Oriental,08046,Cardedeu,1,Dona,Sospitós,4,11-07
89,36,Tarragonès,43148,Tarragona,1,Dona,Positiu PCR,8,11-07
90,02,Alt Empordà ,17152,Roses,0,Home,Positiu PCR,1,11-07
91,01,Alt Camp,43161,Valls,0,Home,Sospitós,2,11-07
92,24,Osona,08183,Roda de Ter,0,Home,Sospitós,1,11-07
93,20,Gironès,17079,Girona,1,Dona,Sospitós,25,11-07
94,40,Vallès Occidental,08125,Montcada i Reixac,0,Home,Sospitós,1,11-07
95,11,Baix Llobregat,08056,Castelldefels,0,Home,Positiu PCR,3,11-07
96,07,Bages,08061,Castellgalí,1,Dona,Sospitós,1,11-07
97,21,Maresme,08281,Teià,0,Home,Positiu PCR,1,11-07
98,33,Segrià ,25120,Lleida,0,Home,Sospitós,7,11-07
99,38,Urgell,25217,Tàrrega,0,Home,Sospitós,1,11-07
100,40,Vallès Occidental,08238,Sant Quirze del Vallès,0,Home,Sospitós,1,11-07
101,02,Alt Empordà ,17001,Agullana,0,Home,Sospitós,1,11-07
102,13,Barcelonès,08019,Barcelona,1,Dona,Positiu PCR,55,11-07
103,39,Aran,25059,Bossòst,1,Dona,Sospitós,1,11-07
104,40,Vallès Occidental,08051,Castellar del Vallès,0,Home,Sospitós,1,11-07
105,10,Baix Empordà ,17191,Serra de Daró,1,Dona,Positiu PCR,1,11-07
106,20,Gironès,17079,Girona,0,Home,Positiu PCR,11,11-07
107,21,Maresme,08163,Pineda de Mar,1,Dona,Sospitós,15,11-07
108,20,Gironès,17186,Sarrià de Ter,0,Home,Sospitós,2,11-07
109,41,Vallès Oriental,08086,Les Franqueses del Vallès,1,Dona,Sospitós,1,11-07
110,33,Segrià ,25228,Torrefarrera,1,Dona,Sospitós,1,11-07
111,40,Vallès Occidental,08279,Terrassa,1,Dona,Positiu PCR,11,11-07
112,31,Ripollès,17036,Campdevànol,0,Home,Positiu PCR,2,11-07
113,22,Montsià ,43004,Alcanar,1,Dona,Sospitós,1,11-07
114,31,Ripollès,17145,Ribes de Freser,1,Dona,Sospitós,4,11-07
115,01,Alt Camp,43170,Vila-Rodona,0,Home,Sospitós,2,11-07
116,10,Baix Empordà ,17181,Santa Cristina d'Aro,0,Home,Sospitós,1,11-07
117,36,Tarragonès,43148,Tarragona,0,Home,Sospitós,17,11-07
118,07,Bages,08242,Marganell,0,Home,Positiu PCR,1,11-07
119,20,Gironès,17155,Salt,0,Home,Positiu PCR,1,11-07
120,30,Ribera d'Ebre,43093,Móra d'Ebre,0,Home,Sospitós,5,11-07
121,40,Vallès Occidental,08266,Cerdanyola del Vallès,0,Home,Sospitós,2,11-07
122,09,Baix Ebre,43906,L'Ampolla,0,Home,Positiu PCR,2,11-07
123,07,Bages,08262,Sant Vicenç de Castellet,1,Dona,Sospitós,2,11-07
124,22,Montsià ,43044,La Sénia,1,Dona,Sospitós,1,11-07
125,21,Maresme,08126,Montgat,0,Home,Positiu PCR,2,11-07
126,08,Baix Camp,43178,Vinyols i  els Arcs,0,Home,Positiu PCR,1,11-07
127,41,Vallès Oriental,08088,La Garriga,0,Home,Positiu per ELISA,1,11-07
128,24,Osona,08067,Centelles,0,Home,Positiu PCR,1,11-07
129,21,Maresme,08110,Malgrat de Mar,1,Dona,Sospitós,10,11-07
130,34,Selva,17033,Caldes de Malavella,0,Home,Sospitós,4,11-07
131,37,Terra Alta,43064,Gandesa,1,Dona,Sospitós,1,11-07
132,20,Gironès,17049,Celrà,1,Dona,Sospitós,4,11-07
133,12,Baix Penedès,43163,El Vendrell,1,Dona,Sospitós,1,11-07
134,17,Garraf,08307,Vilanova i la Geltrú,1,Dona,Sospitós,1,11-07
135,21,Maresme,08163,Pineda de Mar,0,Home,Sospitós,12,11-07
136,24,Osona,08285,Torelló,0,Home,Sospitós,2,11-07
137,34,Selva,17007,Amer,1,Dona,Sospitós,3,11-07
138,02,Alt Empordà ,17086,La Jonquera,1,Dona,Sospitós,1,11-07
139,33,Segrià ,25019,Almacelles,1,Dona,Sospitós,1,11-07
140,04,Alt Urgell,25203,La Seu d'Urgell,1,Dona,Sospitós,3,11-07
141,24,Osona,08246,Santa Eugènia de Berga,1,Dona,Positiu PCR,1,11-07
142,06,Anoia,08250,Santa Margarida de Montbui,1,Dona,Positiu PCR,1,11-07
143,09,Baix Ebre,43025,Benifallet,0,Home,Positiu PCR,1,11-07
144,11,Baix Llobregat,08123,Molins de Rei,0,Home,Positiu PCR,1,11-07
145,22,Montsià ,43138,Santa Bàrbara,1,Dona,Positiu PCR,1,11-07
146,21,Maresme,08172,Premià de Mar,1,Dona,Sospitós,12,11-07
147,02,Alt Empordà ,17016,Bàscara,0,Home,Sospitós,2,11-07
148,11,Baix Llobregat,08217,Sant Joan Despí,0,Home,Sospitós,1,11-07
149,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Positiu PCR,3,11-07
150,07,Bages,08038,Callús,0,Home,Positiu PCR,1,11-07
151,34,Selva,17233,Vilobí d'Onyar,0,Home,Sospitós,2,11-07
152,02,Alt Empordà ,17047,Castelló d'Empúries,1,Dona,Sospitós,1,11-07
153,09,Baix Ebre,43104,El Perelló,1,Dona,Positiu PCR,1,11-07
154,23,Noguera,25240,Vallfogona de Balaguer,1,Dona,Sospitós,1,11-07
155,36,Tarragonès,43095,El Morell,1,Dona,Sospitós,1,11-07
156,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,0,Home,Positiu PCR,1,11-07
157,41,Vallès Oriental,08202,Sant Celoni,1,Dona,Sospitós,2,11-07
158,06,Anoia,08226,Sant Martí de Tous,0,Home,Positiu PCR,1,11-07
159,08,Baix Camp,43123,Reus,1,Dona,Sospitós,21,11-07
160,41,Vallès Oriental,08096,Granollers,1,Dona,Sospitós,14,11-07
161,09,Baix Ebre,43102,Paüls,0,Home,Sospitós,1,11-07
162,41,Vallès Oriental,08108,Lliçà de Vall,1,Dona,Sospitós,1,11-07
163,11,Baix Llobregat,08301,Viladecans,0,Home,Positiu per ELISA,3,11-07
164,04,Alt Urgell,25203,La Seu d'Urgell,0,Home,Positiu PCR,2,11-07
165,41,Vallès Oriental,08259,Santa Maria de Palautordera,1,Dona,Sospitós,3,11-07
166,16,Conca de Barberà ,43142,Sarral,0,Home,Positiu PCR,1,11-07
167,21,Maresme,08035,Calella,0,Home,Sospitós,6,11-07
168,34,Selva,17103,Maçanet de la Selva,0,Home,Sospitós,3,11-07
169,09,Baix Ebre,43901,Deltebre,0,Home,Sospitós,8,11-07
170,31,Ripollès,17036,Campdevànol,1,Dona,Sospitós,2,11-07
171,10,Baix Empordà ,17022,La Bisbal d'Empordà,1,Dona,Positiu PCR,1,11-07
172,07,Bages,08218,Sant Joan de Vilatorrada,1,Dona,Sospitós,1,11-07
173,34,Selva,17008,Anglès,1,Dona,Sospitós,1,11-07
174,21,Maresme,08040,Canet de Mar,0,Home,Sospitós,1,11-07
175,41,Vallès Oriental,08259,Santa Maria de Palautordera,0,Home,Positiu PCR,1,11-07
176,09,Baix Ebre,43906,L'Ampolla,1,Dona,Sospitós,1,11-07
177,16,Conca de Barberà ,43054,L'Espluga de Francolí,1,Dona,Sospitós,1,11-07
178,06,Anoia,08292,Vallbona d'Anoia,1,Dona,Sospitós,1,11-07
179,17,Garraf,08307,Vilanova i la Geltrú,0,Home,Sospitós,1,11-07
180,34,Selva,17233,Vilobí d'Onyar,1,Dona,Positiu PCR,1,11-07
181,02,Alt Empordà ,17005,El Far d'Empordà,0,Home,Sospitós,1,11-07
182,38,Urgell,25244,Vilagrassa,0,Home,Positiu PCR,1,11-07
183,09,Baix Ebre,43025,Benifallet,0,Home,Sospitós,1,11-07
184,34,Selva,17008,Anglès,0,Home,Sospitós,2,11-07
185,11,Baix Llobregat,08056,Castelldefels,0,Home,PCR probable,1,11-07
186,41,Vallès Oriental,08209,Sant Fost de Campsentelles,1,Dona,Sospitós,3,11-07
187,06,Anoia,08302,Vilanova del Camí,0,Home,Sospitós,5,11-07
188,11,Baix Llobregat,08301,Viladecans,1,Dona,Sospitós,3,11-07
189,41,Vallès Oriental,08088,La Garriga,1,Dona,Positiu PCR,3,11-07
190,11,Baix Llobregat,08123,Molins de Rei,1,Dona,Sospitós,5,11-07
191,34,Selva,17095,Lloret de Mar,0,Home,Positiu PCR,2,11-07
192,40,Vallès Occidental,08180,Ripollet,1,Dona,Sospitós,1,11-07
193,08,Baix Camp,43123,Reus,1,Dona,Positiu PCR,9,11-07
194,20,Gironès,17044,Cassà de la Selva,1,Dona,Sospitós,2,11-07
195,08,Baix Camp,43178,Vinyols i  els Arcs,1,Dona,Sospitós,1,11-07
196,41,Vallès Oriental,08124,Mollet del Vallès,1,Dona,Positiu PCR,2,11-07
197,09,Baix Ebre,43013,L'Ametlla de Mar,0,Home,Sospitós,5,11-07
198,36,Tarragonès,43103,Perafort,0,Home,Sospitós,1,11-07
199,41,Vallès Oriental,08136,Montornès del Vallès,1,Dona,Sospitós,2,11-07
200,34,Selva,17009,Arbúcies,0,Home,Sospitós,3,11-07
201,21,Maresme,08118,El Masnou,1,Dona,Positiu PCR,1,11-07
202,11,Baix Llobregat,08217,Sant Joan Despí,1,Dona,Sospitós,2,11-07
203,31,Ripollès,17147,Ripoll,0,Home,Sospitós,3,11-07
204,33,Segrià ,25010,Alcanó,0,Home,Positiu PCR,1,11-07
205,11,Baix Llobregat,08072,Corbera de Llobregat,1,Dona,Positiu per ELISA,1,11-07
206,20,Gironès,17044,Cassà de la Selva,0,Home,Sospitós,2,11-07
207,38,Urgell,25217,Tàrrega,1,Dona,Sospitós,1,11-07
208,33,Segrià ,25211,Sudanell,0,Home,Positiu PCR,1,11-07
209,36,Tarragonès,43907,La Canonja,1,Dona,Sospitós,1,11-07
210,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,1,Dona,Positiu PCR,2,11-07
211,34,Selva,17033,Caldes de Malavella,1,Dona,Sospitós,6,11-07
212,11,Baix Llobregat,08114,Martorell,0,Home,Sospitós,2,11-07
213,23,Noguera,25034,Artesa de Segre,0,Home,Sospitós,2,11-07
214,02,Alt Empordà ,17066,Figueres,1,Dona,Sospitós,1,11-07
215,25,Pallars Jussà ,25115,Isona i Conca Dellà,0,Home,Sospitós,1,11-07
216,21,Maresme,08172,Premià de Mar,0,Home,Positiu PCR,2,11-07
217,07,Bages,08182,El Pont de Vilomara i Rocafort,0,Home,Sospitós,1,11-07
218,34,Selva,17103,Maçanet de la Selva,1,Dona,Sospitós,2,11-07
219,02,Alt Empordà ,17092,Llançà,1,Dona,Positiu PCR,1,11-07
220,11,Baix Llobregat,08157,Pallejà,1,Dona,Sospitós,1,11-07
221,08,Baix Camp,43118,Pratdip,0,Home,Sospitós,1,11-07
222,10,Baix Empordà ,17048,Castell-Platja d'Aro,0,Home,Positiu PCR,2,11-07
223,25,Pallars Jussà ,25234,Tremp,0,Home,Sospitós,1,11-07
224,21,Maresme,08121,Mataró,1,Dona,Sospitós,17,11-07
225,01,Alt Camp,43108,El Pla de Santa Maria,0,Home,Sospitós,1,11-07
226,17,Garraf,08231,Sant Pere de Ribes,1,Dona,Positiu PCR,1,11-07
227,41,Vallès Oriental,08202,Sant Celoni,0,Home,Positiu PCR,2,11-07
228,41,Vallès Oriental,08202,Sant Celoni,0,Home,Sospitós,3,11-07
229,22,Montsià ,43136,Sant Carles de la Ràpita,1,Dona,Positiu PCR,1,11-07
230,41,Vallès Oriental,08106,Llinars del Vallès,1,Dona,Sospitós,3,11-07
231,19,Garrotxa,17200,Tortellà,0,Home,Sospitós,1,11-07
232,38,Urgell,25217,Tàrrega,0,Home,Positiu PCR,2,11-07
233,40,Vallès Occidental,08252,Barberà del Vallès,0,Home,Sospitós,4,11-07
234,41,Vallès Oriental,08023,Bigues i Riells,0,Home,Sospitós,3,11-07
235,36,Tarragonès,43047,Constantí,0,Home,Sospitós,1,11-07
236,41,Vallès Oriental,08005,L'Ametlla del Vallès,0,Home,Positiu PCR,1,11-07
237,08,Baix Camp,43123,Reus,0,Home,Sospitós,27,11-07
238,32,Segarra,25110,Guissona,0,Home,Sospitós,1,11-07
239,34,Selva,17193,Sils,1,Dona,Positiu PCR,1,11-07
240,34,Selva,17095,Lloret de Mar,1,Dona,Sospitós,3,11-07
241,17,Garraf,08231,Sant Pere de Ribes,1,Dona,Sospitós,1,11-07
242,08,Baix Camp,43038,Cambrils,0,Home,Positiu PCR,7,11-07
243,41,Vallès Oriental,08106,Llinars del Vallès,0,Home,Sospitós,2,11-07
244,21,Maresme,08118,El Masnou,0,Home,Sospitós,1,11-07
245,08,Baix Camp,43162,Vandellòs i l'Hospitalet de l'Infant,0,Home,Sospitós,4,11-07
246,34,Selva,17202,Tossa de Mar,1,Dona,Sospitós,1,11-07
247,31,Ripollès,17145,Ribes de Freser,0,Home,Sospitós,2,11-07
248,11,Baix Llobregat,08077,Esplugues de Llobregat,0,Home,Positiu PCR,2,11-07
249,21,Maresme,08040,Canet de Mar,1,Dona,Sospitós,3,11-07
250,23,Noguera,25172,Ponts,1,Dona,Positiu PCR,2,11-07
251,11,Baix Llobregat,08089,Gavà,1,Dona,Sospitós,7,11-07
252,02,Alt Empordà ,17223,Vilajuïga,0,Home,Positiu PCR,1,11-07
253,21,Maresme,08282,Tiana,0,Home,Sospitós,1,11-07
254,34,Selva,17009,Arbúcies,1,Dona,Sospitós,2,11-07
255,36,Tarragonès,43100,Els Pallaresos,0,Home,Sospitós,2,11-07
256,21,Maresme,08219,Vilassar de Mar,1,Dona,Sospitós,2,11-07
257,01,Alt Camp,43005,Alcover,1,Dona,Sospitós,1,11-07
258,32,Segarra,25110,Guissona,1,Dona,Sospitós,2,11-07
259,08,Baix Camp,43092,Mont-Roig del Camp,1,Dona,Sospitós,3,11-07
260,22,Montsià ,43014,Amposta,1,Dona,Sospitós,12,11-07
261,06,Anoia,08143,Òdena,0,Home,Sospitós,1,11-07
262,13,Barcelonès,08245,Santa Coloma de Gramenet,1,Dona,Positiu PCR,2,11-07
263,07,Bages,08053,Castellbell i el Vilar,1,Dona,Sospitós,2,11-07
264,21,Maresme,08029,Cabrera de Mar,0,Home,Sospitós,1,11-07
265,29,Priorat,43055,Falset,0,Home,Sospitós,1,11-07
266,21,Maresme,08264,Sant Vicenç de Montalt,1,Dona,Sospitós,2,11-07
267,13,Barcelonès,08015,Badalona,1,Dona,Positiu PCR,7,11-07
268,23,Noguera,25040,Balaguer,1,Dona,Sospitós,1,11-07
269,40,Vallès Occidental,08266,Cerdanyola del Vallès,0,Home,Positiu PCR,1,11-07
270,40,Vallès Occidental,08051,Castellar del Vallès,1,Dona,Positiu PCR,3,11-07
271,10,Baix Empordà ,17118,Palamós,0,Home,Sospitós,2,11-07
272,10,Baix Empordà ,17110,Mont-Ras,1,Dona,Sospitós,1,11-07
273,21,Maresme,08230,Premià de Dalt,0,Home,Positiu PCR,1,11-07
274,15,Cerdanya,25051,Bellver de Cerdanya,0,Home,Sospitós,1,11-07
275,21,Maresme,08006,Arenys de Mar,0,Home,Sospitós,2,11-07
276,20,Gironès,17049,Celrà,1,Dona,Positiu PCR,1,11-07
277,24,Osona,08112,Manlleu,1,Dona,Sospitós,1,11-07
278,,,,(Altres municipis),0,Home,Sospitós,1,11-07
279,08,Baix Camp,43162,Vandellòs i l'Hospitalet de l'Infant,1,Dona,Sospitós,9,11-07
280,02,Alt Empordà ,17062,L'Escala,1,Dona,Positiu PCR,1,11-07
281,40,Vallès Occidental,08252,Barberà del Vallès,1,Dona,Sospitós,2,11-07
282,08,Baix Camp,43129,Riudoms,1,Dona,Sospitós,2,11-07
283,09,Baix Ebre,43906,L'Ampolla,0,Home,Sospitós,2,11-07
284,41,Vallès Oriental,08135,Montmeló,0,Home,Sospitós,3,11-07
285,11,Baix Llobregat,08244,Santa Coloma de Cervelló,0,Home,Sospitós,1,11-07
286,06,Anoia,08165,La Pobla de Claramunt,0,Home,Sospitós,2,11-07
287,21,Maresme,08203,Sant Cebrià de Vallalta,1,Dona,Sospitós,1,11-07
288,08,Baix Camp,43038,Cambrils,1,Dona,Sospitós,20,11-07
289,41,Vallès Oriental,08259,Santa Maria de Palautordera,1,Dona,Positiu PCR,3,11-07
290,01,Alt Camp,43034,Bràfim,0,Home,Sospitós,1,11-07
291,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Sospitós,8,11-07
292,41,Vallès Oriental,08033,Caldes de Montbui,1,Dona,Sospitós,2,11-07
293,40,Vallès Occidental,08187,Sabadell,0,Home,Sospitós,20,11-07
294,36,Tarragonès,43905,Salou,1,Dona,Sospitós,1,11-07
295,13,Barcelonès,08019,Barcelona,0,Home,Positiu per ELISA,6,11-07
296,10,Baix Empordà ,17160,Sant Feliu de Guíxols,1,Dona,Sospitós,3,11-07
297,16,Conca de Barberà ,43054,L'Espluga de Francolí,0,Home,Sospitós,1,11-07
298,22,Montsià ,43902,Sant Jaume d'Enveja,0,Home,Positiu PCR,1,11-07
299,41,Vallès Oriental,08108,Lliçà de Vall,1,Dona,Positiu PCR,1,11-07
300,07,Bages,08113,Manresa,1,Dona,Sospitós,3,11-07
301,11,Baix Llobregat,08211,Sant Feliu de Llobregat,1,Dona,Sospitós,5,11-07
302,33,Segrià ,25012,Alcoletge,0,Home,Sospitós,1,11-07
303,14,Berguedà ,08022,Berga,1,Dona,Sospitós,1,11-07
304,40,Vallès Occidental,08300,Viladecavalls,1,Dona,Sospitós,2,11-07
305,21,Maresme,08110,Malgrat de Mar,0,Home,Positiu PCR,2,11-07
306,07,Bages,08113,Manresa,0,Home,Sospitós,9,11-07
307,10,Baix Empordà ,17048,Castell-Platja d'Aro,1,Dona,Sospitós,1,11-07
308,13,Barcelonès,08101,L'Hospitalet de Llobregat,0,Home,Positiu PCR,6,11-07
309,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,1,Dona,Positiu per Test Ràpid,1,11-07
310,06,Anoia,08170,Els Prats de Rei,1,Dona,Sospitós,1,11-07
311,27,Pla d'Urgell,25137,Mollerussa,1,Dona,Sospitós,1,11-07
312,09,Baix Ebre,43104,El Perelló,0,Home,Sospitós,1,11-07
313,11,Baix Llobregat,08169,El Prat de Llobregat,0,Home,Positiu PCR,1,11-07
314,09,Baix Ebre,43155,Tortosa,0,Home,Sospitós,7,11-07
315,10,Baix Empordà ,17901,Cruïlles Monells i Sant Sadurní de l'Heura,1,Dona,Positiu PCR,1,11-07
316,08,Baix Camp,43145,La Selva del Camp,0,Home,Sospitós,1,11-07
317,10,Baix Empordà ,17204,Ullà,1,Dona,Sospitós,1,11-07
318,02,Alt Empordà ,17066,Figueres,0,Home,Sospitós,5,11-07
319,24,Osona,08117,Les Masies de Voltregà,1,Dona,Positiu PCR,2,11-07
320,24,Osona,08067,Centelles,1,Dona,Positiu PCR,1,11-07
321,20,Gironès,17215,Vilablareix,0,Home,Sospitós,3,11-07
322,24,Osona,08298,Vic,1,Dona,Sospitós,4,11-07
323,03,Alt Penedès,08058,Castellet i la Gornal,0,Home,Sospitós,1,11-07
324,21,Maresme,08121,Mataró,0,Home,Sospitós,17,11-07
325,08,Baix Camp,43162,Vandellòs i l'Hospitalet de l'Infant,1,Dona,Positiu PCR,3,11-07
326,41,Vallès Oriental,08042,Cànoves i Samalús,1,Dona,Positiu PCR,2,11-07
327,41,Vallès Oriental,08023,Bigues i Riells,1,Dona,Sospitós,2,11-07
328,36,Tarragonès,43100,Els Pallaresos,1,Dona,Positiu PCR,1,11-07
329,41,Vallès Oriental,08046,Cardedeu,0,Home,Sospitós,2,11-07
330,32,Segarra,25072,Cervera,0,Home,Sospitós,1,11-07
331,11,Baix Llobregat,08072,Corbera de Llobregat,0,Home,Sospitós,1,11-07
332,41,Vallès Oriental,08136,Montornès del Vallès,0,Home,Sospitós,4,11-07
333,02,Alt Empordà ,17047,Castelló d'Empúries,1,Dona,Positiu PCR,1,11-07
334,06,Anoia,08161,Piera,0,Home,Sospitós,3,11-07
335,22,Montsià ,43014,Amposta,0,Home,Positiu PCR,4,11-07
336,20,Gironès,17186,Sarrià de Ter,1,Dona,Positiu PCR,1,11-07
337,24,Osona,08112,Manlleu,0,Home,Sospitós,4,11-07
338,24,Osona,08220,Sant Julià de Vilatorta,1,Dona,Sospitós,1,11-07
339,19,Garrotxa,17114,Olot,1,Dona,Sospitós,2,11-07
340,08,Baix Camp,43042,Castellvell del Camp,0,Home,Sospitós,1,11-07
341,01,Alt Camp,43119,Puigpelat,1,Dona,Positiu PCR,1,11-07
342,07,Bages,08010,Artés,1,Dona,Sospitós,1,11-07
